Author,Review Date,Rating,Title,Review Text,Date of Stay,Trip Type
mauel r,Sep 2021,5.0 of 5 bubbles,poolbar bai hotel,… it has been amazing. the staff are so kind. The poolbar food  is delicious. And  there is  great swimming pool. Our experience was excellent and definitely made up for not being able to get to the island .thank you bai hotel staff thanks to IAN bartender,September 2021,NA
Elane L G,Sep 2021,4.0 of 5 bubbles,Bai Hotel Quarantine,"I checked in at this hotel for my recent  trip to Cebu. I can say is first, they are very efficient with COVID protocols and rules. The staff is in complete PPE at all times. Every time I called the operator my concerns and needs were met. 2 people at this Hotel stood out, Andre and Chan. Chan was the one who picked me up at the airport and made everything quick, swift and of course safe. and Andre was always there and making sure I was being helped. Being in quarantine is never easy, even if I stayed at the 1 BR suite, which has more space than a normal room, it was still depressing and at times annoying. But thanks to these people that made this quarantine OK. Also, their food (included in the quarantine package) was ok. but what also impressed me was  the 24 hours in-room dining. it was very convenient for me and my daughter, esp with being jet-lagged to have food options whenever we wanted it. THANK YOU BAI HOTEL and esp to ANDRE!",August 2021,NA
Clark M,Aug 2021,4.0 of 5 bubbles,Quarantine,"Hello, as a seafarer i undergo quarantine here.All i can say of this hotel is nice,everything is working good,i can feel that im safe and also the food is good..If they make me choose what  hotel im going to stay in cebu,,,i can say bai hotel.",August 2021,NA
walterbryle_mata@yahoo.com,Aug 2021,4.0 of 5 bubbles,Visit,Bai hotel is one of the best hotel in Cebu .the crew are very gentle especially when you have request they response immediately .as of now I am still staying at Bai hotel for quarantine and I hope they continue to grow .,August 2021,NA
Dikki D,Jul 2021,5.0 of 5 bubbles,Service n staff,"Service is very good , staffs ms Thara , Jorsa, baby lenn  and Ket are very friendly and made our dine in very comfortable. They are really asset to the company. Best hotel we are from qatar airways. Best place to relax and unwind. More reasons to come back in Cebu.",July 2021,NA
cukoo,Jun 2021,4.0 of 5 bubbles,Comfort stay,"Comfort stay,attentive staff,good food and beverage...Due to current COVID19 restriction was required to wear face mask and face shield.Also observed the same worn by the staff aswell.Staff were attentive to requests and accommodating, Thank you",June 2021,NA
Mikey G,Jun 2021,1.0 of 5 bubbles,Waited 1 hour for 3 orders.,We came right at 6pm to ensure we will not be exposed long at the dining area. They are not observing basic protocol for pandemic measures. An hour has passed and we still dont have food. Worst customer service ever.,June 2021,NA
mauel r,Sep 2021,5.0 of 5 bubbles,poolbar bai hotel,… it has been amazing. the staff are so kind. The poolbar food  is delicious. And  there is  great swimming pool. Our experience was excellent and definitely made up for not being able to get to the island .thank you bai hotel staff thanks to IAN bartender,September 2021,NA
Elane L G,Sep 2021,4.0 of 5 bubbles,Bai Hotel Quarantine,"I checked in at this hotel for my recent  trip to Cebu. I can say is first, they are very efficient with COVID protocols and rules. The staff is in complete PPE at all times. Every time I called the operator my concerns and needs were met. 2 people at this Hotel stood out, Andre and Chan. Chan was the one who picked me up at the airport and made everything quick, swift and of course safe. and Andre was always there and making sure I was being helped. Being in quarantine is never easy, even if I stayed at the 1 BR suite, which has more space than a normal room, it was still depressing and at times annoying. But thanks to these people that made this quarantine OK. Also, their food (included in the quarantine package) was ok. but what also impressed me was  the 24 hours in-room dining. it was very convenient for me and my daughter, esp with being jet-lagged to have food options whenever we wanted it. THANK YOU BAI HOTEL and esp to ANDRE!",August 2021,NA
Clark M,Aug 2021,4.0 of 5 bubbles,Quarantine,"Hello, as a seafarer i undergo quarantine here.All i can say of this hotel is nice,everything is working good,i can feel that im safe and also the food is good..If they make me choose what  hotel im going to stay in cebu,,,i can say bai hotel.",August 2021,NA
walterbryle_mata@yahoo.com,Aug 2021,4.0 of 5 bubbles,Visit,Bai hotel is one of the best hotel in Cebu .the crew are very gentle especially when you have request they response immediately .as of now I am still staying at Bai hotel for quarantine and I hope they continue to grow .,August 2021,NA
Dikki D,Jul 2021,5.0 of 5 bubbles,Service n staff,"Service is very good , staffs ms Thara , Jorsa, baby lenn  and Ket are very friendly and made our dine in very comfortable. They are really asset to the company. Best hotel we are from qatar airways. Best place to relax and unwind. More reasons to come back in Cebu.",July 2021,NA
cukoo,Jun 2021,4.0 of 5 bubbles,Comfort stay,"Comfort stay,attentive staff,good food and beverage...Due to current COVID19 restriction was required to wear face mask and face shield.Also observed the same worn by the staff aswell.Staff were attentive to requests and accommodating, Thank you",June 2021,NA
Mikey G,Jun 2021,1.0 of 5 bubbles,Waited 1 hour for 3 orders.,We came right at 6pm to ensure we will not be exposed long at the dining area. They are not observing basic protocol for pandemic measures. An hour has passed and we still dont have food. Worst customer service ever.,June 2021,NA
mauel r,Sep 2021,5.0 of 5 bubbles,poolbar bai hotel,… it has been amazing. the staff are so kind. The poolbar food  is delicious. And  there is  great swimming pool. Our experience was excellent and definitely made up for not being able to get to the island .thank you bai hotel staff thanks to IAN bartender,September 2021,NA
Elane L G,Sep 2021,4.0 of 5 bubbles,Bai Hotel Quarantine,"I checked in at this hotel for my recent  trip to Cebu. I can say is first, they are very efficient with COVID protocols and rules. The staff is in complete PPE at all times. Every time I called the operator my concerns and needs were met. 2 people at this Hotel stood out, Andre and Chan. Chan was the one who picked me up at the airport and made everything quick, swift and of course safe. and Andre was always there and making sure I was being helped. Being in quarantine is never easy, even if I stayed at the 1 BR suite, which has more space than a normal room, it was still depressing and at times annoying. But thanks to these people that made this quarantine OK. Also, their food (included in the quarantine package) was ok. but what also impressed me was  the 24 hours in-room dining. it was very convenient for me and my daughter, esp with being jet-lagged to have food options whenever we wanted it. THANK YOU BAI HOTEL and esp to ANDRE!",August 2021,NA
Clark M,Aug 2021,4.0 of 5 bubbles,Quarantine,"Hello, as a seafarer i undergo quarantine here.All i can say of this hotel is nice,everything is working good,i can feel that im safe and also the food is good..If they make me choose what  hotel im going to stay in cebu,,,i can say bai hotel.",August 2021,NA
walterbryle_mata@yahoo.com,Aug 2021,4.0 of 5 bubbles,Visit,Bai hotel is one of the best hotel in Cebu .the crew are very gentle especially when you have request they response immediately .as of now I am still staying at Bai hotel for quarantine and I hope they continue to grow .,August 2021,NA
Dikki D,Jul 2021,5.0 of 5 bubbles,Service n staff,"Service is very good , staffs ms Thara , Jorsa, baby lenn  and Ket are very friendly and made our dine in very comfortable. They are really asset to the company. Best hotel we are from qatar airways. Best place to relax and unwind. More reasons to come back in Cebu.",July 2021,NA
cukoo,Jun 2021,4.0 of 5 bubbles,Comfort stay,"Comfort stay,attentive staff,good food and beverage...Due to current COVID19 restriction was required to wear face mask and face shield.Also observed the same worn by the staff aswell.Staff were attentive to requests and accommodating, Thank you",June 2021,NA
Mikey G,Jun 2021,1.0 of 5 bubbles,Waited 1 hour for 3 orders.,We came right at 6pm to ensure we will not be exposed long at the dining area. They are not observing basic protocol for pandemic measures. An hour has passed and we still dont have food. Worst customer service ever.,June 2021,NA
mauel r,Sep 2021,5.0 of 5 bubbles,poolbar bai hotel,… it has been amazing. the staff are so kind. The poolbar food  is delicious. And  there is  great swimming pool. Our experience was excellent and definitely made up for not being able to get to the island .thank you bai hotel staff thanks to IAN bartender,September 2021,NA
Elane L G,Sep 2021,4.0 of 5 bubbles,Bai Hotel Quarantine,"I checked in at this hotel for my recent  trip to Cebu. I can say is first, they are very efficient with COVID protocols and rules. The staff is in complete PPE at all times. Every time I called the operator my concerns and needs were met. 2 people at this Hotel stood out, Andre and Chan. Chan was the one who picked me up at the airport and made everything quick, swift and of course safe. and Andre was always there and making sure I was being helped. Being in quarantine is never easy, even if I stayed at the 1 BR suite, which has more space than a normal room, it was still depressing and at times annoying. But thanks to these people that made this quarantine OK. Also, their food (included in the quarantine package) was ok. but what also impressed me was  the 24 hours in-room dining. it was very convenient for me and my daughter, esp with being jet-lagged to have food options whenever we wanted it. THANK YOU BAI HOTEL and esp to ANDRE!",August 2021,NA
Clark M,Aug 2021,4.0 of 5 bubbles,Quarantine,"Hello, as a seafarer i undergo quarantine here.All i can say of this hotel is nice,everything is working good,i can feel that im safe and also the food is good..If they make me choose what  hotel im going to stay in cebu,,,i can say bai hotel.",August 2021,NA
walterbryle_mata@yahoo.com,Aug 2021,4.0 of 5 bubbles,Visit,Bai hotel is one of the best hotel in Cebu .the crew are very gentle especially when you have request they response immediately .as of now I am still staying at Bai hotel for quarantine and I hope they continue to grow .,August 2021,NA
Dikki D,Jul 2021,5.0 of 5 bubbles,Service n staff,"Service is very good , staffs ms Thara , Jorsa, baby lenn  and Ket are very friendly and made our dine in very comfortable. They are really asset to the company. Best hotel we are from qatar airways. Best place to relax and unwind. More reasons to come back in Cebu.",July 2021,NA
cukoo,Jun 2021,4.0 of 5 bubbles,Comfort stay,"Comfort stay,attentive staff,good food and beverage...Due to current COVID19 restriction was required to wear face mask and face shield.Also observed the same worn by the staff aswell.Staff were attentive to requests and accommodating, Thank you",June 2021,NA
Mikey G,Jun 2021,1.0 of 5 bubbles,Waited 1 hour for 3 orders.,We came right at 6pm to ensure we will not be exposed long at the dining area. They are not observing basic protocol for pandemic measures. An hour has passed and we still dont have food. Worst customer service ever.,June 2021,NA
Raquel N,Oct 2020,3.0 of 5 bubbles,For the quarantine requirements,"The room was clean, linens are clean and I love the bathroom, it was really neat.  I got a city view and I got my results on time.  The pick and drop service was fine, though there was a bit of miscommunication from their logistics that made us transfer to another bus.  The food on the first night was terrible, my sister had to post on FB, but the next foods were not that good but not as bad as the first food",July 2020,NA
Mark S,Sep 2020,2.0 of 5 bubbles,Vacation,bai hotel has great or awesome customer service they greet customers nicely however what disappont me is that i requested not once but 4 times for the bedsheets to be changed not only over the phone but through the staff i saw in the lobby and they all told me that they will get to it with nice response and a smile but for our 3 days stay on that hotel no one came to our room to do our request bcoz for the first day we order a food and some soup spill to our bed cover and blanket. that was too disappointing. i waited for how many hours that come to days and nothing happened until we check out. been to diff hotels and they always change or do house keeping everyday on morning but this hotel seems soo diff which is one of the major factor that they should consider. thats it and thank you.,September 2020,NA
Ralph S,Sep 2020,1.0 of 5 bubbles,Hotel Guest,"The hotel facilities are nice, but the food is crop! Absolutely crop! Check in time take a long long long time. Not organised staff.no one care about guest coming from a long haul flights. Limited amenities on room.",September 2020,NA
Luigi V,Aug 2020,5.0 of 5 bubbles,Pool Bar,Melvin was very accommodating and took care of our orders. The experience was great. Kudos to good service. Place is nice and cozy. Highly recommended. Good food and ambiance. Over looking city lights,August 2020,NA
Marj D,Aug 2020,5.0 of 5 bubbles,MELVIN- POOL BAR IS AWESOME!,"We went to the pool bar to unwind. Melvin is very accommodating, excellent customer service. He was very accommodating and informative. From a customer experience manager, he has definitely exceeded my expectations! I will definitely come back.",August 2020,NA
Rai1417,Jul 2020,5.0 of 5 bubbles,Awesome service,Everyone in this hotel served us well. We didn't feel discriminated and we felt safe in this hotel. They served us good food and their staff is very resonsive to our needs. Would love to stay here again under a different circumstance.,July 2020,NA
Restituto Faeldonea,Jun 2020,1.0 of 5 bubbles,WORST HOTEL EXPERIENCE OF MY LIFE,"I booked this hotel for the 2 day waiting period for corona virus results for people who flew in from LA, they only gave 1 bottle water for 2 days then force you to buy from them for 120 pesos for a 500ml water bottle, when i booked this hotel we were promised 3 meals per day, our first day here while waiting 2 HOURS for the staff to assign us our rooms, we were not given our breakfast or lunch meals, we were forced to wait for our dinner meals, we were also not allowed to order from delivery services leaving their hotel menu as our only option where the minimum you'll spend on a meal is 400 pesos. This whole establishment is a way to take advantage of people flying from outside of the Philippines, it's a money making scam. The room's airconditioning never gets cold, when you try to ask for help from maintenance they'll send a guy 1 hour and 30 minutes later, same with food and water orders, so far I have waited 2 hours and 45 minutes I've called reception more than 5 times already and all they say is they'll follow up with housekeeping, also dont expect your meals to be much, for breakfast they served 2 pieces of vienna sausage and a hardboiled egg, that's probably worth no more than 50 pesos for a room worth 3500 pesos per night. IF YOU ARRIVE IN CEBU SKIP THIS HOTEL",June 2020,NA
LawrenceLately,Jun 2020,4.0 of 5 bubbles,Top-class hotel in Cebu,"bai Hotel is set to give all hotels in Metro Cebu a run for their money. A new, sleek, and modern hotel could be just what this burgeoning city needs. Rooms are lush and comfortable, the expansive breakfast buffet is astounding, and the rooftop bar and pool have the best views of the city. Though with 600 rooms in the hotel, expect long lines and waiting times at the elevator.",July 2019,NA
Richiev Ann R,Apr 2020,4.0 of 5 bubbles,Birthday Blast!,"Place is super, room is cozy and spacious! We celebrated our daughter’s birthday here and we appreciate them giving her small surprise cake. She felt special and happy! I will definitely visit here again with my family and spend weekend here.",October 2019,NA
I Love to Travel,Apr 2020,3.0 of 5 bubbles,Wifi signal sucks,"The room is great and convenient but I can't enjoy my restday of work because the Wifi signal sucks! My friends had the same experience with the wifi signal. I love to play online games on my phone but I didn't enjoy and tired of playing due to the damn signal! It is only good in checking your Facebook or Twitter account but sometimes buffers when streaming on Youtube. The mbps is not stable and my game keeps reconnecting! Oh, come on Bai managements, the hotel is so nice but this kind of wifi service is really not entertaining. Hope this is already fix when I come back soon.",March 2020,NA
Dave L,Apr 2020,1.0 of 5 bubbles,not a place for me,"i have stayed here 3 times ,in 2018 and  twice in sept 2019 . the hotel is fairly new,,,its not near the city really and is 15 ..20 mins from airport.. there is sort of a mall or a strip mall not to far..the area is not to good to stroll around because of traffic.the staff were ok... air con barely efficient.the deal breaker for me was management being a foreigner that lives in new york and am accustomed to a management customer service that has common sense and is hospitable in times of crisis this is where the Bai hotel fails miserably in my opinion",September 2019,NA
P_pixie_1990,Mar 2020,5.0 of 5 bubbles,"Modern, clean, comfortable and close to the airport!","Bai Hotel Cebu was the perfect whistle-stop hotel between islands. After a long flight from London, we spent the night here before flying to another island the following day. The facilities were so modern and nice, the rooftop pool and bar was lovely, the room was comfortable and clean, the gym had so much equipment to use and the spa was open such great hours we could get a late night ""jet-lag"" friendly massage. Highly recommend when in Cebu, super close to the airport (but be ware of traffic at peak times!) and wonderful staff and facilities.",February 2020,NA
Mark H,Mar 2020,5.0 of 5 bubbles,Nice stay,"In time of need very helpful staff. Especially concierge service Mr. Derick and Spencer, they are outstanding! Rooms are clean and well equipped. Room service is fast and very polite. We would come back every time.",March 2020,NA
saij g,Mar 2020,4.0 of 5 bubbles,"Great hotel, but need hand/face towels!","So I stayed here twice.  1 night, then 2 nights same week. For a brand new hotel that is close to 4 star, I'm confused why you don't have a hand towel in the rooms. I had 3 rooms altogether, and none of them had handtowels, so this isn't a mistake. We had 2 bath towels, not even a face towel. It's just annoying washing your hands, and you don't have anything to wipe it with, except reaching in the overhead shower to grab the bath towels. Otherwise, Front Desk/Bell staff, lobby lounge staff and entertainment were excellent, breakfast buffet was 5 star I can say that. Of course, the staff at the Ume restaurant were so wonderful for making my partner's birthday so special. We enjoyed a late dinner with delicious food, attentive staff, and relaxing ambiance. I asked the waiter if they had a cake with a candle for my love to blow on his birthday, and they made it happen. Thank you!",March 2020,NA
jendra20022002@yahoo.ca,Mar 2020,4.0 of 5 bubbles,Impressive,Really nice and huge. It’s our first night so more to explore but for first impression? Worth the money spent. Large sitting areas on each floor. Really clean and nice adequate space in the room. Close to park mall where you have a lot of options restaurant wise. I rated 4 since I haven’t seen the workout area and haven’t tried the breakfast buffet,March 2020,NA
Richiev Ann R,Apr 2020,4.0 of 5 bubbles,Birthday Blast!,"Place is super, room is cozy and spacious! We celebrated our daughter’s birthday here and we appreciate them giving her small surprise cake. She felt special and happy! I will definitely visit here again with my family and spend weekend here.",October 2019,NA
I Love to Travel,Apr 2020,3.0 of 5 bubbles,Wifi signal sucks,"The room is great and convenient but I can't enjoy my restday of work because the Wifi signal sucks! My friends had the same experience with the wifi signal. I love to play online games on my phone but I didn't enjoy and tired of playing due to the damn signal! It is only good in checking your Facebook or Twitter account but sometimes buffers when streaming on Youtube. The mbps is not stable and my game keeps reconnecting! Oh, come on Bai managements, the hotel is so nice but this kind of wifi service is really not entertaining. Hope this is already fix when I come back soon.",March 2020,NA
Dave L,Apr 2020,1.0 of 5 bubbles,not a place for me,"i have stayed here 3 times ,in 2018 and  twice in sept 2019 . the hotel is fairly new,,,its not near the city really and is 15 ..20 mins from airport.. there is sort of a mall or a strip mall not to far..the area is not to good to stroll around because of traffic.the staff were ok... air con barely efficient.the deal breaker for me was management being a foreigner that lives in new york and am accustomed to a management customer service that has common sense and is hospitable in times of crisis this is where the Bai hotel fails miserably in my opinion",September 2019,NA
P_pixie_1990,Mar 2020,5.0 of 5 bubbles,"Modern, clean, comfortable and close to the airport!","Bai Hotel Cebu was the perfect whistle-stop hotel between islands. After a long flight from London, we spent the night here before flying to another island the following day. The facilities were so modern and nice, the rooftop pool and bar was lovely, the room was comfortable and clean, the gym had so much equipment to use and the spa was open such great hours we could get a late night ""jet-lag"" friendly massage. Highly recommend when in Cebu, super close to the airport (but be ware of traffic at peak times!) and wonderful staff and facilities.",February 2020,NA
Mark H,Mar 2020,5.0 of 5 bubbles,Nice stay,"In time of need very helpful staff. Especially concierge service Mr. Derick and Spencer, they are outstanding! Rooms are clean and well equipped. Room service is fast and very polite. We would come back every time.",March 2020,NA
saij g,Mar 2020,4.0 of 5 bubbles,"Great hotel, but need hand/face towels!","So I stayed here twice.  1 night, then 2 nights same week. For a brand new hotel that is close to 4 star, I'm confused why you don't have a hand towel in the rooms. I had 3 rooms altogether, and none of them had handtowels, so this isn't a mistake. We had 2 bath towels, not even a face towel. It's just annoying washing your hands, and you don't have anything to wipe it with, except reaching in the overhead shower to grab the bath towels. Otherwise, Front Desk/Bell staff, lobby lounge staff and entertainment were excellent, breakfast buffet was 5 star I can say that. Of course, the staff at the Ume restaurant were so wonderful for making my partner's birthday so special. We enjoyed a late dinner with delicious food, attentive staff, and relaxing ambiance. I asked the waiter if they had a cake with a candle for my love to blow on his birthday, and they made it happen. Thank you!",March 2020,NA
jendra20022002@yahoo.ca,Mar 2020,4.0 of 5 bubbles,Impressive,Really nice and huge. It’s our first night so more to explore but for first impression? Worth the money spent. Large sitting areas on each floor. Really clean and nice adequate space in the room. Close to park mall where you have a lot of options restaurant wise. I rated 4 since I haven’t seen the workout area and haven’t tried the breakfast buffet,March 2020,NA
Richiev Ann R,Apr 2020,4.0 of 5 bubbles,Birthday Blast!,"Place is super, room is cozy and spacious! We celebrated our daughter’s birthday here and we appreciate them giving her small surprise cake. She felt special and happy! I will definitely visit here again with my family and spend weekend here.",October 2019,NA
I Love to Travel,Apr 2020,3.0 of 5 bubbles,Wifi signal sucks,"The room is great and convenient but I can't enjoy my restday of work because the Wifi signal sucks! My friends had the same experience with the wifi signal. I love to play online games on my phone but I didn't enjoy and tired of playing due to the damn signal! It is only good in checking your Facebook or Twitter account but sometimes buffers when streaming on Youtube. The mbps is not stable and my game keeps reconnecting! Oh, come on Bai managements, the hotel is so nice but this kind of wifi service is really not entertaining. Hope this is already fix when I come back soon.",March 2020,NA
Dave L,Apr 2020,1.0 of 5 bubbles,not a place for me,"i have stayed here 3 times ,in 2018 and  twice in sept 2019 . the hotel is fairly new,,,its not near the city really and is 15 ..20 mins from airport.. there is sort of a mall or a strip mall not to far..the area is not to good to stroll around because of traffic.the staff were ok... air con barely efficient.the deal breaker for me was management being a foreigner that lives in new york and am accustomed to a management customer service that has common sense and is hospitable in times of crisis this is where the Bai hotel fails miserably in my opinion",September 2019,NA
P_pixie_1990,Mar 2020,5.0 of 5 bubbles,"Modern, clean, comfortable and close to the airport!","Bai Hotel Cebu was the perfect whistle-stop hotel between islands. After a long flight from London, we spent the night here before flying to another island the following day. The facilities were so modern and nice, the rooftop pool and bar was lovely, the room was comfortable and clean, the gym had so much equipment to use and the spa was open such great hours we could get a late night ""jet-lag"" friendly massage. Highly recommend when in Cebu, super close to the airport (but be ware of traffic at peak times!) and wonderful staff and facilities.",February 2020,NA
Mark H,Mar 2020,5.0 of 5 bubbles,Nice stay,"In time of need very helpful staff. Especially concierge service Mr. Derick and Spencer, they are outstanding! Rooms are clean and well equipped. Room service is fast and very polite. We would come back every time.",March 2020,NA
saij g,Mar 2020,4.0 of 5 bubbles,"Great hotel, but need hand/face towels!","So I stayed here twice.  1 night, then 2 nights same week. For a brand new hotel that is close to 4 star, I'm confused why you don't have a hand towel in the rooms. I had 3 rooms altogether, and none of them had handtowels, so this isn't a mistake. We had 2 bath towels, not even a face towel. It's just annoying washing your hands, and you don't have anything to wipe it with, except reaching in the overhead shower to grab the bath towels. Otherwise, Front Desk/Bell staff, lobby lounge staff and entertainment were excellent, breakfast buffet was 5 star I can say that. Of course, the staff at the Ume restaurant were so wonderful for making my partner's birthday so special. We enjoyed a late dinner with delicious food, attentive staff, and relaxing ambiance. I asked the waiter if they had a cake with a candle for my love to blow on his birthday, and they made it happen. Thank you!",March 2020,NA
jendra20022002@yahoo.ca,Mar 2020,4.0 of 5 bubbles,Impressive,Really nice and huge. It’s our first night so more to explore but for first impression? Worth the money spent. Large sitting areas on each floor. Really clean and nice adequate space in the room. Close to park mall where you have a lot of options restaurant wise. I rated 4 since I haven’t seen the workout area and haven’t tried the breakfast buffet,March 2020,NA
Eden Meisha H,Feb 2020,5.0 of 5 bubbles,Bai Hotel,"We're really enjoy our stay here, people are very accomodating. We had a room service and the food are fantastic. Really appreciate it as always especially Derick from 'CONCIERGE'.Thank you so much 🙂Til' next time.Read more",February 2020,NA
Harold James O,Feb 2020,5.0 of 5 bubbles,Chilling out in LOBBY LOUNGE😊😊,"A very long day in work and i need to unwind so i decided to visit bai hotel for a quick drink.. i ordered drink in lobby just to try thier drink and it was great.. KHEVZ and JASMINE was very accomodating and friendly.. ,MARK Bartender was great in making drinks and very friendly too.Really want to be back at buy real soon..Best place to relax with good ambiance",February 2020,NA
Vince M,Feb 2020,5.0 of 5 bubbles,CRISTINa@50,Fun experience. Fun music. Good food. Reception is great. The waiters are attentive in giving drinks and removing plates. Everyone is polite. The sound system is good. No technical issue durint the whole event.,February 2020,NA
Kraft,Feb 2020,5.0 of 5 bubbles,Good for traveling,"Very good service and good quality room. Very comfortable bed. Good breakfast with a lot of different food. Also you can choose dinner buffet in bai cafe, very good and delicious. If you traveling and you need have stop in city, it’s hotel the best choose!",February 2020,NA
Konstantinos K,Jan 2020,5.0 of 5 bubbles,Nice city hotel! The staff try their hardest to assist you! ,"The staff is great and very helpful! Rayniza is the best very very helpful and pleasant to talk to! Chan from the concierge as well helped us a lot! The hotel is beautiful and well maintained! They must remove the carpeting from all places of the hotel (especially the rooms) it is VERY unhealthy! Additionally, the hotel must find a way to avoid using the A/C so much it is quite unhealthy and must find a better way for fresh air!! The Philippines are hot and having a constant and extreme change of temperature from outside to indoors is just not healthy! Overall great experience! Thank you for the nice talk and advice Rayniza!",January 2020,NA
Nadine K,Jan 2020,5.0 of 5 bubbles,GOOD CONFERENCE/MEETING VENUE,"Nice and clean hotel, walking distance to shopping mall and food court, less than 20 minutes away from the airport and ferry terminal. Nice and accommodating staffs specially those in banquet Amiel and Joe  are very helpful.",January 2020,NA
April Janet,Jan 2020,4.0 of 5 bubbles,"Modern hotel, but there's a lot of rules that are not normally applied to any other hotels","Modern rooms, good food, nice staff. I like the bar on the rooftop, the ambiance is great and it's romantic too. I love the pool view, it's relaxing and the pooL bar is cool too. The gym is nice and modern, it has a sauna too",December 2019,NA
Fahren L,Jan 2020,5.0 of 5 bubbles, the  best stays in cubu!!!! bai hotel!!❤️❤️❤️,the place  reached the standards of among international hotels i've experience...clean and sosyal ng hotel...  the pool is over the top!! and  masarap qng food...  my executive room was contemporary and nice... the staff are very friendly and helpful especially miss denny and assumptha... see u again Babalik ako!!! with Friends..❤️❤️❤️❤️❤️,January 2020,NA
Danica Jane D,Jan 2020,5.0 of 5 bubbles,UAP central visayas,"Excellent customer service from the staff. Would like to commend Ms. Jamaeca, Ms Marysol and Ms Daryl for attending to our requests.the food gave value considering the cost of the package. Will definitely consider Bai Hotel for our future company events.",January 2020,NA
paul e,Jan 2020,1.0 of 5 bubbles,Very disappointed,"well here goes, first I was quoted a price face to face ,from the 12 th checking out the 19th. Contingent on me cancelling my present reservation. After I cancelled and call the hotel they changed the price for the first 3 days, personally I spoke to the manager and received a discount, but not what I was quoted. First night there in a suite and the ceiling light stay on direct over my head, finally got maintance to take the light bulb out.,next the pool area has signs that state what not to ware , more than once I saw them swimming I yes shirts, dirty at that, it looked like they were using the pool for a washing machine, I never used again. The pool was loaded with screaming kids ,the children pool was empty,go figure?. My companion  mentioned that she could not even use the bathroomdown in the lobby as there were three women changing there cloths on the bathroom floor. Taking a shower I looked for a FACE cloth,none?? I am in a suite,what do I use to wash my personal areas?? Received them after I requested. Food good but very over priced, $65  for a steak,  now I understand why there were family's with Jollybee bags of food thew out the lobby. Beautiful lobby, and reception areas,well staffed,very polite. Very disappointed with a new 5star hotel. I have more but no room to print.",January 2020,NA
John vincent Fiscal,Jan 2020,5.0 of 5 bubbles,Sinulog Dinner @ Bai,"Staff was all accomodating especially Wendyl.. We will definitely comeback.  Food variety was also excellent....large buffet set up,  just sad we booked last minute to enjoy the rest of the display. See you all soon.",January 2020,NA
Phil Shik Kim,Jan 2020,5.0 of 5 bubbles,Nice place and staffs,"This hotel gives you a nice breakfast and room is very clean. All of staffs are very kindly really. You can feel it the entrance security of hotel. If you have a chance you can watch a shot at first floor. And this hotel has a nice pool and a nice bar at 23 floor. You can go there at 22 floor on foot. At night you can see wonderful night view at the bar. I saw a fireworks nearby. There are many nice staffs but especially Klarc is the best staff at the bar. Thanks a lot Klarc. Within 5 minutes distance on foot. there is a mall and restaurants. If you don't want to use hotel restaurant, go there and enjoy. some restaurants are very popular so you may be waited. 정말로 좋은 곳입니다. 깨끗하고, 아침 식사도 훌륭하구요. 다음에 또 방문할 것 같은 곳. 불금에는 테이블 당 최소 2000 페소어치를 먹어야 하는 것 같더라구요. 입장할 때 2000 페소 정도 먹어야 한다는 소리하는 것으로 들렸어요.",January 2020,NA
Helen S,Jan 2020,5.0 of 5 bubbles,Great place to stay in Cebu,We stayed here over the Christmas/New Year period and the New Year party was one of the best I have been to in a long time. We had fabulous views from the roof terrace to see all the fireworks going off over the city..We stayed on the Executive floor and it was really nice to have the extra space of the living room and kitchen area if you wanted to eat in. The rooms are spacious and well appointed which make up for the bathroom being quite dark and small.Overall a great hotel and really enjoyed our stay.,December 2019,NA
April Janet,Jan 2020,4.0 of 5 bubbles,"Modern hotel, but there's a lot of rules that are not normally applied to any other hotels","Modern rooms, good food, nice staff. I like the bar on the rooftop, the ambiance is great and it's romantic too. I love the pool view, it's relaxing and the pooL bar is cool too. The gym is nice and modern, it has a sauna too",December 2019,NA
Fahren L,Jan 2020,5.0 of 5 bubbles, the  best stays in cubu!!!! bai hotel!!❤️❤️❤️,the place  reached the standards of among international hotels i've experience...clean and sosyal ng hotel...  the pool is over the top!! and  masarap qng food...  my executive room was contemporary and nice... the staff are very friendly and helpful especially miss denny and assumptha... see u again Babalik ako!!! with Friends..❤️❤️❤️❤️❤️,January 2020,NA
Danica Jane D,Jan 2020,5.0 of 5 bubbles,UAP central visayas,"Excellent customer service from the staff. Would like to commend Ms. Jamaeca, Ms Marysol and Ms Daryl for attending to our requests.the food gave value considering the cost of the package. Will definitely consider Bai Hotel for our future company events.",January 2020,NA
