Review ID,Review Content,Review Score,Review Time
9627074,"Staff were great, location was also great as it was near a shopping mall. There were hust few confusion on the booking part and that they failed to gave us heads up",4.0,2023-11-28
9580489,"i love the hotel.. Everything's great..
I highly recommend this hotel if you are in Cebu..",5.0,2023-11-20
9537344,"Booked a room for my friend, and they were very satisfied.",5.0,2023-11-13
9484256,My family and I had a great time here. The staff were really hospitable and accommodating. Superb service indeed. The pool was something we enjoyed a lot. The water temperature and the view was definitely worth coming back to 😍 Buffet breakfast wasn't to my liking but we still had a sumptuous breakfast ❤️ Thank you Klook it was such a breeze transaction with the app.,5.0,2023-11-04
9482492,"The dining experience was equally delightful. The hotel's restaurant offered a diverse and delicious menu, providing a culinary journey that exceeded my expectations. Whether it was breakfast or a late-night snack, the quality of the food and the attentiveness of the staff remained consistently high.

The amenities and facilities, including the gym and spa, were well-maintained and added to the overall luxury and comfort of the stay. Additionally, the central location of the hotel made it convenient to explore the city's attractions without hassle.

In summary, my stay at Bai Hotel was nothing short of exceptional. The combination of top-notch service, luxurious accommodations, and attention to detail made it an unforgettable experience. I highly recommend this hotel to anyone looking for a memorable and luxurious stay.

Kudos to the entire team at Bai Hotel for their dedication to providing an outstanding guest experience. I am eagerly looking forward to returning for another incredible stay in the near future.",5.0,2023-11-04
9482466,"I recently had the pleasure of staying at Bai Hotel, and I can confidently say that it was an exceptional experience from start to finish. The moment I stepped into the lobby, I was greeted with warmth and professionalism by the attentive staff. The check-in process was seamless, and I immediately felt welcomed.

The room was immaculate, showcasing a perfect blend of modern amenities and elegant decor. The attention to detail was evident, from the luxurious bedding to the stunning view from the window. The cleanliness and comfort of the room truly made it a home away from home.

One of the highlights of my stay was the outstanding service provided by the hotel staff. Every team member I encountered was not only courteous and accommodating but also went above and beyond to ensure that my needs were met promptly. The level of personalized service was truly impressive.",5.0,2023-11-04
9478674,Superb and Great place to stay👍Staff were very accomodating.,5.0,2023-11-03
9468351,We booked two rooms on my mom’s birthday. I notified the hotel about the occasion. My mother was so happy with the hotel’s gesture. The towels were made as cake and there were balloons too. A complimentary birthday cake was the best.,5.0,2023-11-02
9457387,"exceptional customer service, clean rooms, accessible location, spacious parking",4.8,2023-10-31
9415844,"We celebrated our 7th anniversary here, we decided to have a staycation. Overall it was all good staying for a night here. All the staff are friendly and accommodating. Loved the room with complete amenities. We'll definitely be back again soon.",4.8,2023-10-24
9300614,Very nice place. absolutely gorgeous. very clean. very elegant. the place looks cosy.,5.0,2023-10-04
9296489,Overall good room and facilities. Might have a long reception queue during rush hours. Friendly staff.,4.0,2023-10-03
9264413,Very nice and staff are very accomodating..........,5.0,2023-09-27
9249180,"bai Hotel never disappoints, from hassle-free check-in process, breakfast buffet to warm staff and very comfy beds. You always want to come back.",5.0,2023-09-25
9244267,Always a fave quick family staycation within the city,5.0,2023-09-24
9152242,"Gave me ease of mind, I am so glad I chose this as my wedding venue for preparation ✨♥️♥️♥️♥️",5.0,2023-09-10
9152226,My fave hotel so far ✨ I surely comeback again ♥️♥️♥️,5.0,2023-09-10
9152216,"I’ve been here 4 times, one of my goto hotels. ♥️♥️",5.0,2023-09-10
9113610,"it’s so easy and hassle free, it’s a nice place to stay in for the night. Might as well extend your stay, it’s really very nice!",5.0,2023-09-03
9105376,we had an amazing stay in this hotel.  we will surely come back next time.,4.3,2023-09-02
9055225,"2nd time to check in in this hotel. Very near and accessible.
Satisfied with our stay",5.0,2023-08-23
9050265,good hotel and super relaxing stay. we really had fun in Cebu,4.0,2023-08-22
9009197,Their customer service is unparalleled. Breakfast is also very good.,5.0,2023-08-15
9001479,Good not satisfied with our room location though there was no view at all. But staff are friendly,5.0,2023-08-14
8975759,"The staff were accommodating, the food was divine!",5.0,2023-08-10
8908645,"It was good as always. The location is great of you a nice hotel, close to the airport.",4.5,2023-07-29
8872492,Fantastic service and amenities! Loved their rooftop bar and great breakfast buffet options. Will definitely go back once I visit Cebu again.,5.0,2023-07-23
8825391,"overall service is great.
staffs are friendly.
amenities are great too.
near restaurants and mall.
Everything is amazing",4.8,2023-07-15
8809027,Wifi is really slow not good for a work-cation. Not all staff are knowledgeable as well.,3.5,2023-07-11
8789578,The staff are very friendly and accommodating. Very nice place to stay.,5.0,2023-07-08
8603783,"I Booked 2 rooms, however due to no availability on the same floor, they upgraded the other room to a premium deluxe  which impressed me a lot. Accessible place near Parkmall, amazing view and fresh air at the rooftop. The room is clean and cozy, hotel staff are all helpful. We’ll definitely book and stay again soon.",5.0,2023-06-11
8596943,"We love it!!!!!!!
The service is superb as always. 
Will definitely return for sure! 

Atmosphere & facilities- 100% 
Cleanliness - 100% 
Staff - 100% 
Location - 100%",5.0,2023-06-09
8581480,"Overall satisfaction for our one day stay at this hotel. Great location, accessible and comfortable. Highly recommended to friends. Looking forward to stay here again",4.8,2023-06-07
8464415,"value for money..clean rooms,location wise..there are many shops just across the hotel..would stay here again if I travel back 😊",5.0,2023-05-16
8452005,the staff was very accomodating i would definitely go back to bai for their hospitality,5.0,2023-05-13
8378145,"Our experience was perfect. Staff are friendly. Place is really clean. First Class. We appreciate the Welcome Cake and the greetings. All in all, a great place to stay :)",5.0,2023-04-30
8368343,"We enjoyed staying there, it’s my go-to hotel for special events that are kind of unplanned. I love the poooool always. Overlooking the city, very nice view",5.0,2023-04-29
8367628,We always love staying at Bai! Hanging out by the pool area just takes the stress away. We watched fireworks by the window too. Will definitely be back!,5.0,2023-04-28
8244645,"smooth check in, meets our expectation. Hoping to come back soon.",5.0,2023-04-07
8115530,"We had a wonderful stay at bai hotel, love their pool,  views are breathtaking and their superb breakfast buffet, surely will come back with family🌟🌺🌸",5.0,2023-03-13
8048856,"comfortable stay. we enjoyed our staycation. the food was delicious. 
check out process can improve.",5.0,2023-02-28
7996819,"Location is good. 20mins from airport. Park mall & jolly bee r just around the corner. Staffs are very nice and helpful. It’s weird that Deluxe room but no bath robes. Requested for queen bed but got two single beds.. but it’s still fine. 
3/5 day of stay, we found one small cockroach in the toilet and I also got very itchy hives on the hands suddenly while sleeping… probably mite bites. Staffs are very attentive and helpful … change a better room for us and also call the nurse to see my hives. Overall, it’s a great stay.",4.5,2023-02-17
7953114,"It was a great experience for me and my daughter. Staff were friendly and proactive in helping out. I was so happy to have korean menu on their breakfast buffet. Love the mini pool area and surely kids will enjoy as they have a separate pool side all for themselves. Will definitely recommend the place to my friends, families and relatives.",5.0,2023-02-07
7937371,"Located in not so crowded area, right across Park Mall. Good breakfast assortment. Nothing spectacular though. Rooms are clean. Views from the Twilight bar were fantastic!",5.0,2023-02-04
7898197,we enjoyed our stay at bai hotel. the staff are amazing! they are all friendly and accomodating. food at the buffet was good. rooms are clean and of just the right size. service was great. great value for money. highly recommended. would love to be back soon.,5.0,2023-01-27
7869499,"Great service, nice staff, and great location since it's only a mins taxi ride from the airport. The rooms are comfy and amenities are well provided. THE BREAKFAST BUFFET IS SPECIALLY GOOD! Probably one of the best buffet breakfasts in Cebu!!",5.0,2023-01-21
7865286,One of the best hotels in the Metro!! Service is superb!! Breakfast buffet is the best. The Cafe and the in room dining is really accessible and delicious!!! It's a safe place to stay esp if you have little kid. There's a pool for kids and adults.,5.0,2023-01-20
7820264,"Room was not superbly clean: the couch and ottoman chair were dirty with stains. Some dust accumulation on the corners, behind the curtains. The door jamb was rotting at the bottom, hinges were rusted. Tiles were a bit dirty.

The elevator from the basement was quite rundown.

At 9am someone rang our doorbell 3x just to ask if we needed anything from them. I found that to be a nuisance rather than helpful. 

At 10:20am we got a call asking if we wanted to extend our stay and reminded us of the 11am check out. This made us feel they were in a hurry to get us out of the hotel.

Mind you, their check in time is late at 3pm and check out is quite early at 11am. That gives them 4 hours of cleaning time yet the room was not clean enough to the standard we were expecting.

The staff were all very courteous though.

But because our overall experience was not satisfactory, we will not be visiting again in the near future nor recommend them to friends or family.",2.5,2023-01-09
7797406,Great hotel! Thank you klook for the hassle free booking,5.0,2023-01-04
7790838,our stay was the best! thank u Klook and Bai Hotel,5.0,2023-01-03
7785497,"Nice and very clean room, all the facilities are working. The staff are accommodating too. Happy new year",5.0,2023-01-02
7783940,The best! Will come back again for sure. The buffet is so good!!! Must try!!,5.0,2023-01-02
7734169,We loved the experience there and so happy to spend time with my sister and couzins.,3.8,2022-12-23
7725540,we had such a good time with my bestfriend though we only stayed there overnight. staff we're all nice and friendly. we enjoyed taking pictures at the pool bar.,5.0,2022-12-21
7718542,We had a staycation during my birthday and I was pretty satisfied with my overall stay. My niece really enjoyed the pool. We had a great time chilling at the pool bar. It has a great city view.,5.0,2022-12-19
7650148,"always a great experience, staff are very accomodating. thank you Klook for the promo,much cheaper to book here compared to other platforms 🙏",5.0,2022-12-04
7609245,"I really like this hotel, the staff is impecable and the location is perfect",5.0,2022-11-26
7567371,Very nice accomodation. View is not that nice but a very good place to stay. ❤️,5.0,2022-11-14
7503922,the hotel staff was very nice  i like how they treat their customers,5.0,2022-10-29
7466531,"Thank you. Our parents enjoyed their stay!

Thank you. Our parents enjoyed their stay!
Thank you. Our parents enjoyed their stay!",5.0,2022-10-17
7417850,Thank you so much bai hotel we will definitely be back next time,5.0,2022-10-05
7321950,I had a great stay. Check in was smooth. The front desk staff was able to find my Klook reservation right away. An incidental deposit of P2000 was required upon check in. All staff are very accommodating. The pool was great especially at night.,5.0,2022-09-04
7266604,"FACILiTIES - The only “outdoor” you can do is the pool at the 21st floor. It is a safe option when you have a kid who knows how to swim but not yet that skillfull. Downside cannot use it when it rain and there’s lightning. Not Happy that we were not allowed to bring the pool towel to our room, imagine a shivering kid.
CHECK In/Check Out- It is not my firsttime but the staff at check in seemed lost. My voucher says it is already paid and was asked for payment again bec. They said that the payment was not reflected. I insisted  to the extent of showing confirmation that my cc was charged. It took awhile for it resolved. Check out was not hassle free made wait for 10mins.  
ROOM- Hotel is small, rooms smaller, small bathroom that you need to go to the other side ,close the door so you can reach the shower area, no iron &board in the room. Broken hair dryer, we had to switch rooms bec the first we had didn’t have any electricity.
Food- great selection ranges 1-1500 pesos
Accessibility- the hotel is near parkmall, Sm city and other resto but You NEEd car as it is not a safe area too many snatchers/hold upers. Taxi is an option which the hotel can get it for you. 
LOCATION- good when you need a place to stay coming or going to cebu port. 
Remarks: Alcohol are in key location which I like.",3.0,2022-08-16
7254137,"It's my family's first time to stay at Bai Hotel. Very convenient location and easy accessibility to malls, schools, hospitals, and even condominiums. We love to stay here. Will definitely book again in one of our future trips to Cebu.",5.0,2022-08-12
7085069,Clean and beautiful the room was really good also the food,5.0,2022-06-16
7078082,All i can say is i want to stay again. From no corkage fee for bringing food for my kid which was always been my struggle as a mother especially with her late night cravings. And a delicious breakfast!!!!! Highly recommended!!!!! I’m looking forward to staying longer with them wish to try their lunch buffet!!!! ❤️😍🥰,5.0,2022-06-13
