Author,Review Date,Rating,Title,Review Text,Date of Stay,Trip Type
dandsja,Jan 2017,5.0 of 5 bubbles,Great Hotel,"This hotel is clean, well appointed and has great rooms. The breakfast buffet offers a huge variety of food. The roof top bar is a great place to sup cocktails in the evening, the food is good quality, expensive with quite small portions.Overall, the hotel is comfortable and provides very good value for money.Read more",December 2016,NA
Joey G,Jan 2017,4.0 of 5 bubbles,An Ultimate Customer Experience,"The guest room was clean and pleasant. Fresh linen. Friendly, warm and efficient service. I complained about the weak WIFI signal and poor internet connectivity in my room and in less than a minute, an IT staff came and installed a router for my own use. Problem solved. I was happy. Best service ever!",January 2017,NA
brett l,Jan 2017,3.0 of 5 bubbles,Friendly staff,"Harold's is in a good location, but it's not really suitable for families.The rooms were too small for a family of 2 adults and 2 teens, and there was no pool or balcony, so not much to do in the actual hotel during the day. However, the rooftop bar and restaurant in the evening was a real asset. The staff, by our third night, knew each of our drinks before we'd even ordered them! We were impressed that they'd taken the time to get to know us, and suggested places for us to visit in Cebu.",December 2016,NA
Steph,Dec 2016,3.0 of 5 bubbles,"Needs improvements, location is okay. Not what I was expecting","I booked this room based on the reviews. I am not quite sure what everyone likes about this hotel. It's older, the location is okay. The room was clean, bed was comfy, but I felt that it it wasn't worth what we paid for it ($90USD).",December 2016,NA
Sheena D,Jan 2017,4.0 of 5 bubbles,Went There for Food,"Service was awesome. Food was great. Dessert options were awesome. Service crews were very approachable and accommodating. Exceptional thing I saw was they always refill their food right away. Plus, their location is totally accessible... very good for Sinulog visitors.",October 2016,NA
Sam H,Jan 2017,5.0 of 5 bubbles,Breakfast ,My wife made plans to have breakfast after Sinolog at Harold's. She reserved a table for 13 and that's what she got. Harolds cafeteria was spotless and very pleasant.  The food was great. Everything looked and tasted fresh. The staff were very nice and seemed to enjoy working together.  Very pleased with Harolds and I would tell my friends and family to eat and stay here.,January 2017,NA
iamsammie,Jan 2017,4.0 of 5 bubbles,Great hotel,"My only complaint would be that the two rooms that we stayed in over the course of a month that we were there had bathroom issues. In the first one, the hot water couldn't be controlled, and the drain in the tub wasn't working properly. We had to get it fixed. The second room's rainfall shower was leaking so we had to avoid using it. Then it's toilet was also leaking, and eventually, the flush didn't work. Again, we had to get it fixed. Both of these rooms had the exact same location in the building except that they were on different floors.Except for the above, the location is very good (just a 5 min drive from Ayala Center Cebu and IT Park), and the food (breakfast, lunch and dinner) is great with varied choices. All the staff at this hotel were very professional, friendly and attentive.",December 2016,NA
dandsja,Jan 2017,5.0 of 5 bubbles,Great Hotel,"This hotel is clean, well appointed and has great rooms. The breakfast buffet offers a huge variety of food. The roof top bar is a great place to sup cocktails in the evening, the food is good quality, expensive with quite small portions.Overall, the hotel is comfortable and provides very good value for money.Read more",December 2016,NA
Joey G,Jan 2017,4.0 of 5 bubbles,An Ultimate Customer Experience,"The guest room was clean and pleasant. Fresh linen. Friendly, warm and efficient service. I complained about the weak WIFI signal and poor internet connectivity in my room and in less than a minute, an IT staff came and installed a router for my own use. Problem solved. I was happy. Best service ever!",January 2017,NA
brett l,Jan 2017,3.0 of 5 bubbles,Friendly staff,"Harold's is in a good location, but it's not really suitable for families.The rooms were too small for a family of 2 adults and 2 teens, and there was no pool or balcony, so not much to do in the actual hotel during the day. However, the rooftop bar and restaurant in the evening was a real asset. The staff, by our third night, knew each of our drinks before we'd even ordered them! We were impressed that they'd taken the time to get to know us, and suggested places for us to visit in Cebu.",December 2016,NA
Steph,Dec 2016,3.0 of 5 bubbles,"Needs improvements, location is okay. Not what I was expecting","I booked this room based on the reviews. I am not quite sure what everyone likes about this hotel. It's older, the location is okay. The room was clean, bed was comfy, but I felt that it it wasn't worth what we paid for it ($90USD).",December 2016,NA
arpsdevera,Dec 2016,4.0 of 5 bubbles,Comfortable clean and good service,A reasonably priced hotel clean and comfortable room buffet breakfast and other meals delicious and with wide variety of western Asian and local food.  Choose higher floor rooms.  Location of hotel good for business easy access.,November 2016,NA
rishiwise,Nov 2016,5.0 of 5 bubbles,Roof Top Bar  Dining,"Good views, good food and good service. I did not stay at the hotel but went for dinner  drinks to the roof top bar - there is live music and you can get a good night view of Cebu.. the staff is courteous and food is worth the spend - check out the selection of wine they have.. it is worth asking for a bottle and sipping it while listening to the band play.. definitely worth another visit..",November 2016,NA
Laurie H,Nov 2016,5.0 of 5 bubbles,Best hotel,"3 of us booked into Harolds for 5 nights in a deluxe room, I chose this hotel as it had good reviews here on TripAdvisor. It is also walking distance to Ayala Mall. The room was perfect. Clean and comfortable. Food is fantastic. We had buffet breakfast and dinner there the whole 5 days. To top it off I found the staff to be very polite and helpful whether lobby, restaurant or room service. 100% of the staff were fantastic. I will absolutely have no hesitation to recommend this Hotel. My only disappointment was the smokers at the rooftop bar. We couldn't enjoy the sights or live music due to smokers up there. Of course I understand everyone has their rights and is no fault of Harolds. Just saying.",November 2016,NA
Daniela B,Nov 2016,5.0 of 5 bubbles,Fantastic hotel ,"We stayed here for 5 nights and loved it. The rooms are very comfortable and very clean but the service exceeds 5 star hotels! The staff are extremely helpful and serve you with a smile everytime they see you. They really go out of their way to make your stay perfect. The cocktails and food on the roof top terrace are amazing we went almost every night before dinner, had cocktails then headed down to the buffet. The most amazing item on the buffet is the chocolate brownie with custard, so if you are a chocoholic like me you will love it :) for the price we paid for this hotel we cannot praise it enough. Well done to all the staff and management at the harolds, thank you for a wonderful 5 days",November 2016,NA
Josie J,Nov 2016,4.0 of 5 bubbles,Rooftop Bar and Dining,"Good views, good food and good service. 5 friends dined and besides our food coming out at different intervals the rest of the service was good. The Harolds Ice Tea is amazing and the staff are very attentive. I didn't stay at tbis Hotel, just went for dinner on the rooftop.",November 2016,NA
elenamnl,Nov 2016,4.0 of 5 bubbles,Good Stay Everyday,"Staying in Harolds for eight nights was just like going home everyday. Check in was fast , same as you check out. Staff are courteous. The rooms are big  clean and they replenish everything from bottled water to toiletries every time you request to fix the room. I really love hotels that provides complete toiletries because that means I can minimize in bringing the basics on my travels. It also has a bath tub if you want to soak in after a tiring day. It even has an iron and iron board for your clothes. I think this was a very nice and thoughtful gesture for their guests. Who ever thought of this idea, I really appreciated it.  Complimentary buffet breakfast is inclusive with the room rate. Breakfast starts at 6 up to 10 in the morning. Food was good. My Japanese colleague told me that he really liked the food. Price wasn't expensive considering it was a hotel restaurant. I just wish they have choices of vegetables in their buffet menu. And for those travelling for business, no worries on getting connected. Wifi at the hotel was fast. Harolds was few minutes away from Ayala Center, Cebu. There are public transportation available if you don't intend to hire a car or a van. Taxi drivers in Cebu were nice and courteous.",October 2016,NA
Janis,Nov 2016,4.0 of 5 bubbles,Family stay,Very comfortable hotel. We stayed here with the family and kids. Breakfast selection is also great. Staff is welcoming and welcome drinks and cookies very nice!Very good lication and 400m away is popular The House of Lechon to have a great dinner.,November 2016,NA
Imtravellinglite,Oct 2016,4.0 of 5 bubbles,great stay,"great comfortable hotel, central to the city and easy to get around . rooms were very spacious, roof top bar was great and the breakfast was simply scrumptious. The staff were very pleasant and polite. I look forward to my next stay.",October 2016,NA
Kalami Cebu,Oct 2016,5.0 of 5 bubbles,Love it here,I booked my mom to stay here and I am so happy with the decision. I love their breakfast buffet. The rooms are clean and the bed is so comfortable. I like that they gave some French macaroons as a welcome gift. I will definitely recommend family from out of town to stay here.,October 2016,NA
RainmakerCal,Oct 2016,5.0 of 5 bubbles,Nice bed ,I am loving my stay so far.  We just checked in and we were surprised that they offer some french macaroons in the room as a welcome food.  The beds are great and I don't even want to get up so early. I tried their dinner buffet before and I enjoyed it so much. The highlights bar is also an awesome to chill and relax.,October 2016,NA
Kristela B,Oct 2016,5.0 of 5 bubbles,I love Buffet,"The breakfast buffet was great! I love the way the staffs served us. One day is not enough to stay. I wish I would have stayed longer. The rooms are very neat and the staffs are hospitable too all the visitors. Even at the  reception area, you can feel the vibe of a pleasing place.",March 2016,NA
Mark Anthony E,Oct 2016,5.0 of 5 bubbles,Amazing service!,"Let me start by saying I like my room a lot! Looks new, clean and very secured. The restaurant is serving good food and amazing service. The front desk manager Mitch, is very nice, well all of them will give you a great service. The manager Ed Toncgco was introduced to me and he was hospitable. I was in that hotel for over a month and I tried other hotel and really didn't get the same service, I went to couple of more because I was in Cebu for 2 months, but somewhat disappointed of the other hotels. I will try Rodison blue next time and will let you folks know.",January 2016,NA
Dante_0324,Oct 2016,4.0 of 5 bubbles,Buffet Paradise,This place has breakfast buffet! The dishes served are not that many but its enough to get you tasting the the entire menu! I'd say Harolds can satisfy your breakfast cravings. You always leave full to the brim each time! Rooms are pretty good too! But a bit expensive.,October 2016,NA
richiealled,Sep 2016,5.0 of 5 bubbles,amazing hotel,"Amazing hotel in cebu city. i been there last week with my family room is very big and confortable. free wife, and resturant in the rooftop wonderful view in cebu city. Nice staff and good food. raccomended",September 2016,NA
AveinSF,Sep 2016,4.0 of 5 bubbles,The rooftop restaurant.,I wanted to eat somewhere with a view while in Cebu and found this place. This place is located on top of the Harolds Hotel. The food amd service was good. I really like this reataurant and would definitely come back.,September 2016,NA
tipsforfree2,Sep 2016,5.0 of 5 bubbles,harolds rocks,the most inmportant part of a hotel is the staff and management. what can i say but awesome from the housekeeping to the conciergs to the buffett staff and cooks to the ones that get you the taxis i cant say any thing but awesome thanks to joel mendez he put togather a great place and was always happy to see us wow now thats class you are getting 5 gold stars from me you are all amazing in every ways rick in 805 from aug 18 to the sep 1 thanks again,August 2016,NA
AAHinojos,Sep 2016,4.0 of 5 bubbles,"Hearty breakfast, lovely rooms!","What stood out throughout our stay was the hearty breakfast and the warm service with a smile from the restaurant staff especially Aaron who seemed tireless in his efforts to make you feel welcome. The egg station is a big plus as you can have freshly cooked eggs the way you want them. Rooms were clean with lovely lighting and complimentary coffee/tea service however housekeeping was a letdown with its inconsistent supply of towels and toiletries. Although a minor issue, it needs to be improved as it is inconvenient to be requesting items that are lacking daily.Reservations, particularly Ms Jean, and reception superbly handled our accommodation. When we checked out, we felt that the Harolds Hotel team gave us value for our money.",September 2016,NA
Kristina A,Sep 2016,5.0 of 5 bubbles,great stay,Verry accomodating and friendly staffs..Well prepared room and clean. They also provide ironing of clothes. Will definitely stay again here when theres an opportunity to visit Cebu again. Best value for your money spent.,August 2016,NA
Jack M,Sep 2016,3.0 of 5 bubbles,Nice rooms!,"I like the cleanliness of the hotel overall, The toiletries are way over the top compared to other hotels I stayed in the city as they have lotion. The tub was also great and the option of having a smoking room. (-)WiFi is not that strong. Checking in was too much of a hassle for me, I had to wait for at least 2 hours for me to get a room. Maybe because they're waiting for the checked in guests to be out. I even wrote a letter to the hotel manager but i was never given any apologies or contacted after the incident.Read more",May 2016,NA
Pam,Sep 2016,4.0 of 5 bubbles,Good deal- Business hotel,"It's my first time to stay here. Quite impressive, with the price they have its really value for money. Staff are courteous, very clean hotel, comfy beds, affordable food, roof deck with nightly band. Definitely will recommend and re visit this hotel again.",September 2016,NA
BlooferLady,Sep 2016,5.0 of 5 bubbles,Comfort in the middle of the city,Their buffer breakfast is great! The place is also near an Ayala mall. They provide shuttle going there but you can also walk if you want to or take a cab. I prefer walking. Their staff were very hospitable. The room is spacious and you can get a good view of the city especially at night. My only comment is that they have small gym. good for 3-5 people only.,August 2016,NA
AveinSF,Sep 2016,4.0 of 5 bubbles,The rooftop restaurant.,I wanted to eat somewhere with a view while in Cebu and found this place. This place is located on top of the Harolds Hotel. The food amd service was good. I really like this reataurant and would definitely come back.,September 2016,NA
tipsforfree2,Sep 2016,5.0 of 5 bubbles,harolds rocks,the most inmportant part of a hotel is the staff and management. what can i say but awesome from the housekeeping to the conciergs to the buffett staff and cooks to the ones that get you the taxis i cant say any thing but awesome thanks to joel mendez he put togather a great place and was always happy to see us wow now thats class you are getting 5 gold stars from me you are all amazing in every ways rick in 805 from aug 18 to the sep 1 thanks again,August 2016,NA
AAHinojos,Sep 2016,4.0 of 5 bubbles,"Hearty breakfast, lovely rooms!","What stood out throughout our stay was the hearty breakfast and the warm service with a smile from the restaurant staff especially Aaron who seemed tireless in his efforts to make you feel welcome. The egg station is a big plus as you can have freshly cooked eggs the way you want them. Rooms were clean with lovely lighting and complimentary coffee/tea service however housekeeping was a letdown with its inconsistent supply of towels and toiletries. Although a minor issue, it needs to be improved as it is inconvenient to be requesting items that are lacking daily.Reservations, particularly Ms Jean, and reception superbly handled our accommodation. When we checked out, we felt that the Harolds Hotel team gave us value for our money.",September 2016,NA
Kristina A,Sep 2016,5.0 of 5 bubbles,great stay,Verry accomodating and friendly staffs..Well prepared room and clean. They also provide ironing of clothes. Will definitely stay again here when theres an opportunity to visit Cebu again. Best value for your money spent.,August 2016,NA
Jack M,Sep 2016,3.0 of 5 bubbles,Nice rooms!,"I like the cleanliness of the hotel overall, The toiletries are way over the top compared to other hotels I stayed in the city as they have lotion. The tub was also great and the option of having a smoking room. (-)WiFi is not that strong. Checking in was too much of a hassle for me, I had to wait for at least 2 hours for me to get a room. Maybe because they're waiting for the checked in guests to be out. I even wrote a letter to the hotel manager but i was never given any apologies or contacted after the incident.Read more",May 2016,NA
Pam,Sep 2016,4.0 of 5 bubbles,Good deal- Business hotel,"It's my first time to stay here. Quite impressive, with the price they have its really value for money. Staff are courteous, very clean hotel, comfy beds, affordable food, roof deck with nightly band. Definitely will recommend and re visit this hotel again.",September 2016,NA
BlooferLady,Sep 2016,5.0 of 5 bubbles,Comfort in the middle of the city,Their buffer breakfast is great! The place is also near an Ayala mall. They provide shuttle going there but you can also walk if you want to or take a cab. I prefer walking. Their staff were very hospitable. The room is spacious and you can get a good view of the city especially at night. My only comment is that they have small gym. good for 3-5 people only.,August 2016,NA
AveinSF,Sep 2016,4.0 of 5 bubbles,The rooftop restaurant.,I wanted to eat somewhere with a view while in Cebu and found this place. This place is located on top of the Harolds Hotel. The food amd service was good. I really like this reataurant and would definitely come back.,September 2016,NA
tipsforfree2,Sep 2016,5.0 of 5 bubbles,harolds rocks,the most inmportant part of a hotel is the staff and management. what can i say but awesome from the housekeeping to the conciergs to the buffett staff and cooks to the ones that get you the taxis i cant say any thing but awesome thanks to joel mendez he put togather a great place and was always happy to see us wow now thats class you are getting 5 gold stars from me you are all amazing in every ways rick in 805 from aug 18 to the sep 1 thanks again,August 2016,NA
AAHinojos,Sep 2016,4.0 of 5 bubbles,"Hearty breakfast, lovely rooms!","What stood out throughout our stay was the hearty breakfast and the warm service with a smile from the restaurant staff especially Aaron who seemed tireless in his efforts to make you feel welcome. The egg station is a big plus as you can have freshly cooked eggs the way you want them. Rooms were clean with lovely lighting and complimentary coffee/tea service however housekeeping was a letdown with its inconsistent supply of towels and toiletries. Although a minor issue, it needs to be improved as it is inconvenient to be requesting items that are lacking daily.Reservations, particularly Ms Jean, and reception superbly handled our accommodation. When we checked out, we felt that the Harolds Hotel team gave us value for our money.",September 2016,NA
Kristina A,Sep 2016,5.0 of 5 bubbles,great stay,Verry accomodating and friendly staffs..Well prepared room and clean. They also provide ironing of clothes. Will definitely stay again here when theres an opportunity to visit Cebu again. Best value for your money spent.,August 2016,NA
Jack M,Sep 2016,3.0 of 5 bubbles,Nice rooms!,"I like the cleanliness of the hotel overall, The toiletries are way over the top compared to other hotels I stayed in the city as they have lotion. The tub was also great and the option of having a smoking room. (-)WiFi is not that strong. Checking in was too much of a hassle for me, I had to wait for at least 2 hours for me to get a room. Maybe because they're waiting for the checked in guests to be out. I even wrote a letter to the hotel manager but i was never given any apologies or contacted after the incident.Read more",May 2016,NA
Pam,Sep 2016,4.0 of 5 bubbles,Good deal- Business hotel,"It's my first time to stay here. Quite impressive, with the price they have its really value for money. Staff are courteous, very clean hotel, comfy beds, affordable food, roof deck with nightly band. Definitely will recommend and re visit this hotel again.",September 2016,NA
BlooferLady,Sep 2016,5.0 of 5 bubbles,Comfort in the middle of the city,Their buffer breakfast is great! The place is also near an Ayala mall. They provide shuttle going there but you can also walk if you want to or take a cab. I prefer walking. Their staff were very hospitable. The room is spacious and you can get a good view of the city especially at night. My only comment is that they have small gym. good for 3-5 people only.,August 2016,NA
AveinSF,Sep 2016,4.0 of 5 bubbles,The rooftop restaurant.,I wanted to eat somewhere with a view while in Cebu and found this place. This place is located on top of the Harolds Hotel. The food amd service was good. I really like this reataurant and would definitely come back.,September 2016,NA
tipsforfree2,Sep 2016,5.0 of 5 bubbles,harolds rocks,the most inmportant part of a hotel is the staff and management. what can i say but awesome from the housekeeping to the conciergs to the buffett staff and cooks to the ones that get you the taxis i cant say any thing but awesome thanks to joel mendez he put togather a great place and was always happy to see us wow now thats class you are getting 5 gold stars from me you are all amazing in every ways rick in 805 from aug 18 to the sep 1 thanks again,August 2016,NA
AAHinojos,Sep 2016,4.0 of 5 bubbles,"Hearty breakfast, lovely rooms!","What stood out throughout our stay was the hearty breakfast and the warm service with a smile from the restaurant staff especially Aaron who seemed tireless in his efforts to make you feel welcome. The egg station is a big plus as you can have freshly cooked eggs the way you want them. Rooms were clean with lovely lighting and complimentary coffee/tea service however housekeeping was a letdown with its inconsistent supply of towels and toiletries. Although a minor issue, it needs to be improved as it is inconvenient to be requesting items that are lacking daily.Reservations, particularly Ms Jean, and reception superbly handled our accommodation. When we checked out, we felt that the Harolds Hotel team gave us value for our money.",September 2016,NA
Kristina A,Sep 2016,5.0 of 5 bubbles,great stay,Verry accomodating and friendly staffs..Well prepared room and clean. They also provide ironing of clothes. Will definitely stay again here when theres an opportunity to visit Cebu again. Best value for your money spent.,August 2016,NA
Jack M,Sep 2016,3.0 of 5 bubbles,Nice rooms!,"I like the cleanliness of the hotel overall, The toiletries are way over the top compared to other hotels I stayed in the city as they have lotion. The tub was also great and the option of having a smoking room. (-)WiFi is not that strong. Checking in was too much of a hassle for me, I had to wait for at least 2 hours for me to get a room. Maybe because they're waiting for the checked in guests to be out. I even wrote a letter to the hotel manager but i was never given any apologies or contacted after the incident.Read more",May 2016,NA
Pam,Sep 2016,4.0 of 5 bubbles,Good deal- Business hotel,"It's my first time to stay here. Quite impressive, with the price they have its really value for money. Staff are courteous, very clean hotel, comfy beds, affordable food, roof deck with nightly band. Definitely will recommend and re visit this hotel again.",September 2016,NA
BlooferLady,Sep 2016,5.0 of 5 bubbles,Comfort in the middle of the city,Their buffer breakfast is great! The place is also near an Ayala mall. They provide shuttle going there but you can also walk if you want to or take a cab. I prefer walking. Their staff were very hospitable. The room is spacious and you can get a good view of the city especially at night. My only comment is that they have small gym. good for 3-5 people only.,August 2016,NA
Teresa P,May 2016,5.0 of 5 bubbles,Nice hotel,Harold's is a great hotel. The workers we're nice and friendly. Stayed in room 605. The room I had was a king size bed and it was nice and comfortable. The only negative is the shower. The hot water took too long. The shower head needs to be upgraded. But other than that the air con was great. Had complimentary water daily and toiletries. The restaurant for breakfast was amazing. All you can eat buffet. They also serve lunch and dinner. But if you want to eat out there are shops close by. The hotel is a bit pricy but you can get specials on line. I would recommend this hotel.,May 2016,NA
Ve DS,May 2016,5.0 of 5 bubbles,City tour,"We transferred from Crown Regency Hotel to Harold's Hotel.  Room rate is almost the same-- difference of P100. Affordable place. Harold is much satisfying , relaxing and cleaner, specially the bathroom. Looks new. From here , we are going to Basilica Church and Magellan's cross which is nearby area. It's within the city.Definitely, highly recommended hotel.",May 2016,NA
HenryHo2013,May 2016,5.0 of 5 bubbles,Great and friendly,as always it was great and as always i will be back again :)it was my 8th or 9th stay and i will always be back again.i did try others but none is worth what you pay for except here at Harolds. Thanks to all the staff,April 2016,NA
Trisnaulan A,May 2016,4.0 of 5 bubbles,Compact Business Hotel,"Its a compact simple but classic business hotel. The room is surprisingly quiet large and the facility is perfect for business traveller. There is hair dryer and iron in the closet. The staffs are so helpful especially the bell boy. He helped me packing all the plenty souvenirs i bought, looked for paper box and sealed it. Another staff i asked for help to convey few thing to other guests and she did a good job by informed me the souvenirs handed safely.The receptionist staff also offered me a wake up call and shutlle to airport at the exact time as i needed so that i could catch up my plane punctual.Read more",November 2015,NA
Steve B,Apr 2016,4.0 of 5 bubbles,liked this hotel,"I did like this hotel , great free breakfast buffet in a very nice restraunt in the hotel , the room was nice ive been a few times to the philippines an so i know what to expect , its hot there so ive noticed that rooms now have a remote control to a very powerful ac unit , this one had that , wich is nice when its in the upper 90,s and very humid , the bed was nice using the updated soft mattreses that hotels are using now , since this was the nicest but cheapest hotel i wasnt expecting the ritz but it was nicer then i expected , the only probs i had was the neighborhood isnt the best an looked sketchy at night , make sure to go strait to the hotel if your flying in late as i did at 12 mid , theres an atm across the street wich was safe and  i had the taxi driver just walk over with me to get cash , the other problem was that when you check in the front desk wants 2,000 pesos in cash to pay for any what i dont know but they give you a receiept for the cash an expect to see the receiept when you check out so be sure as i had plenty of receiepts from the big sm mall an luckily had the receiept for the cash , i told the girl that guess what ? if i didnt have the receiept i would still make them give me my cash back , she just  looked at me .., any way for the price its very good",April 2016,NA
Washi88,Apr 2016,5.0 of 5 bubbles,A Delightful Experience,"From the welcome drinks, checking in, quality of the rooms, and the buffet breakfast/ dinner, customer service experience was consistently the best.  The hotel staff were very attentive and sincere as they offer to assist anyway they could.  My two day stay will definitely not be the last.  Everything was perfect!",April 2016,NA
Graham L,Apr 2016,5.0 of 5 bubbles,Two Weeks in Heaven.,"A truly wonderful Hotel, staffed by the most accommodating, respectful and helpful staff I`ve ever come across.It was an absolute pleasure to spend my holiday at the BEST Hotel in Cebu city, I would not hesitate to recommend the Harolds Hotel to all.Many Thanks",March 2016,NA
Paula M,Apr 2016,5.0 of 5 bubbles,A surprising place,"Harolds Hotel a Cebu is a really nice place. Large rooms, fluffy towels, lovely breakfast and other meals, always a good surprise. The personal is always attentive and always ready to help. A realy nice place.",April 2016,NA
mr0driguez9,Apr 2016,5.0 of 5 bubbles,"Great food, nice service...","Amazingly great! A place to stay, dine and relax! The breakfast buffet is a must; the bar at night offers an excellent view of the city.The service is great, the ambiance is for a five star hotel.You can never be wrong when you recommend this to others.Read more",February 2016,NA
Kuya Rey B,Apr 2016,5.0 of 5 bubbles,It has everything a business traveler needs,"A very functional hotel with very comfortable rooms at a affordable prices. The breakfast buffet is must; the bar at night offers an excellent view of the city. Ayala Mall and the IT park are just a few blocks away.Service is great, very professional; wifi is excellent in all floors, security is tight but friendly.",January 2016,NA
Ramesh G,Apr 2016,4.0 of 5 bubbles,"Great service, nice room and super location","Arrive as early as 0700hrs and manage to get room at 0900hrs. Staff very helpful , willing to go the extra mile to ensure room is ready. Hotel provide shuttle service to Ayala Shopping Center which is a plus point. They have incredible bed and pillow for a good night sleep. Room is quite, clean and well maintain.",February 2016,NA
TravellingManOz,Mar 2016,5.0 of 5 bubbles,An incredible find,"Harold's is an amazing find.  I was scheduled to stay in Cebu City for about 10 days and chose to reside at this hotel for the entire period.  Not only are the tariff prices very reasonable but breakfast is included in the room cost.  The rooms are well appointed and have everything that you should require.  The aircon is a welcome relief after venturing into the heat of the Philippine day.  The prices at the in-house restaurants, and room service, are also reasonable and it is quite easy to decide to stay and eat at the hotel rather than venture out to the neighbouring eating places.  Quality and quantity of servings are excellent.  The staff are very professional and friendly.  Staying there for a lengthy time it was easy to become used to seeing the same faces and having a chat during the different times of the day. There is a rooftop bar and restaurant though I didn't get the opportunity to visit it did read to be worth a look.  The in-house gym is small but has everything that the traveller needs to maintain their fitness.  Laundry can be done in-house or if you are keen you can easily find a local laundry within walking distance.  Ayala Shopping Mall and other brand-name stores are within walking distance.  Overall, highly recommended.  I will definately stay here again when I'm back in Cebu City.",March 2016,NA
ExoticTravelTom,Mar 2016,4.0 of 5 bubbles,Good location,Except for getting the wrong kind of rooms and a dinner on the top floor restaurant that I did not order - the hotel was nice and clean. The breakfast was also very good with perfect service from the staff. We will consider another stay the next we are in Cebu. very close to shopping as well.,March 2016,NA
jendra20022002@yahoo.ca,Mar 2016,5.0 of 5 bubbles,Great value and very good service,"We had an amazing 9 days stay with the hotel. The staff is very professional and friend.  The breakfast buffet was excellent, different variety everyday that we were there. Very good location. The room is spacious and clean. I will definitely recommend it to my friends.",March 2016,NA
Pounit,Mar 2016,5.0 of 5 bubbles,Great value for the money and superb staff,"This is very comparable to the Marriott and Marco Polo but cost much less.  We stayed in the month of December during their Christmas holidays where a lot of business parties were thrown during this time, I must say, their service did not disappoint.  Upon check in I got a complementary welcome drink and was given a room on the top floor.  It was spacious and the wifi was decent.    One thing surprised me was the staff who was clearly not working that day and was in her evening gown for her company function.  Instead of heading into the elevator first she held the elevator for us to get in and wished us a pleasant evening.  Mind you, we were in no rush.  Just the little stuff. Impressive!! Minor dislike were the toiletries: the soap felt gritty and chalky, like imitation ivory.  The buffet was tasty, affordable and decently priced, not sure if I would eat it every day but none the less worth the price.",December 2015,NA
Vanessa A,Mar 2016,4.0 of 5 bubbles,Going the extra mile,"We enjoyed our overnight stay at Harold's. The rooms are clean and spacious. The breakfast buffet has a wide selection. The staff were friendly and accommodating, even the GM would be greeting guests at the lobby in the mornings. I particularly commend the staff for going the extra mile for me. My dress had lost a button so I asked for a sewing kit. Someone from housekeeping came to our room, apologized for not having a sewing kit and offered instead to have my dress sewn by their staff. The dress was returned after 30mins, good as new. Good service!",March 2016,NA
pek1098,Mar 2016,2.0 of 5 bubbles,Very Disappointed in Hotel Facilities,"Where to start - from arrival to departure I was very disappointed. Upon arrival we were early so we did not expect to be allowed early check in (although the Seda in Cagayan de Oro did) but I was surprised when the clerk advised me that I could pay a extra 4,000 pesos to check in straight away. We have already paid over 22,000 pesos for a 4 night stay (Executive Room) and they wanted more for a 5 hour early check in. Anyway I said no and we went to Ayala Mall and were told not to come back before 2pm (check in time). We arrived back just after 2pm and were made to wait a further 20 minutes before we were allowed into the room - Unbelievable!!!!!! Anyway we finally were ALLOWED into the room and it was very nice and were glad that we booked this room and that it was Advertised as a Business Hotel with Hi Speed WiFi. Will someone forgot to tell them that Hi Speed WiFi does not time out all the time - I asked re this everyday and was assured the bandwidth would be increase and it was not. So I had to go to the local Mall to access the internet and emails. Then the cleanness of our room was a joke as all they did was empty the bins and replace the toiletries. The bed was only turned down and the sheets were not replaced. The floors were vacuum and the coffee mug I used and glass were left there dirty. I had to take pictures and go downstairs for something to happen (1 photo below). We were just happy to leave there. Also the Buffet Breakfast was well just a average Buffet Breakfast no more to say. Unfortunately after you pay your money you can't leave as they will not refund what you have paid so be wary before you BOOK TOO LONG. After staying at the Seda Hotel in CDO where they were excellent and very accommodating - well I was disappointed and expected more.",March 2016,NA
JingReyHenderson,Mar 2016,5.0 of 5 bubbles,So far the best!,"We have been travelling a lot for the last 2 years... and so far as budget hotels are concerned, Harold's Hotel still is on top of our lists! Food during breakfast especially is superb! Roof top amenities is equally magnificent! And then there are the rooms! I can always sleep all day and night!",February 2016,NA
AbsoluteZeroKelvin,Mar 2016,4.0 of 5 bubbles,Friendly Staff,"First time i encountered a hotel where there was not a grumpy face.  Everyone's friendly here! The upgrade to a suite at check-in was a surprise since I booked through a third party website.  Bed comfy. Toilets very clean.  Large spread for breakfast.  Short cab ride to Ayala Mall. Minus points: terrible wifi at night when bandwidth came to a crawl. No memorial from this hotel which wanted to charge me 300 pesos for the card key (Starwood let's you keep them if you ask, to gain guest mindshare).",March 2016,NA
deyldeynyel,Mar 2016,4.0 of 5 bubbles,Great place!,"Been here for only one night as we will be heading to Bohol the following day and I can say that the room is very spacious and clean! Staff is very friendly, especially at the buffet breakfast restaurant. Check in time is at 2pm but we were given an early checkin :) will recommend this for sure!",February 2016,NA
AshokMela,Mar 2016,4.0 of 5 bubbles,Great location!!,Harolds Hotel is located in cebu city in a pretty central location. Close to few big malls like Ayala Center and so on. They have a roof garden bar and restaurant and is a must visit place. Nice view of the city from the roof top. They serve good food. They rooms are neat and clean and friendly staff at service.,March 2016,NA
