Review Provider,Review ID,Review Content,Review Score,Review Time
Booking.com,825144805,"
 Cleanliness and overall care of facilities
 ",8.0,2024-06-28T05:24:21+07:00
Booking.com,825144806,"
 Pool was great for kids.
 Too noisy at night. (Wedding party)",7.0,2024-06-21T13:47:18+07:00
Booking.com,818097557,"
 Pool slides
 Not enough towel",8.0,2024-06-12T08:37:56+07:00
Booking.com,818097555,"
 The ambiance is good. The staff are kind and supportive. The overall amenities is fantastic!
 TV is not working or its loading too slow!",10.0,2024-06-09T08:38:16+07:00
Booking.com,818097563,"
 Lovely hotel with great staff and facilities
 ",9.0,2024-06-07T10:12:56+07:00
Booking.com,818097561,"
 The numerous entertainment avenues for kids
 Nothing",10.0,2024-06-05T15:06:37+07:00
Booking.com,811606501,"
 Many activities
 Too much walking. Hoping there are more service golf carts",10.0,2024-05-18T17:21:30+07:00
Booking.com,805186862,"
 Location
 Hidden breakfast charges especially for my kids that is included in the room..I wasn’t aware when booking the room only when stayed there..",5.0,2024-05-16T15:46:51+07:00
Booking.com,805186859,"
 Good facilities
 Clearness",8.0,2024-05-15T07:59:56+07:00
Booking.com,805186848,"
 Nice facilities
 Cleanness",9.0,2024-05-15T07:59:11+07:00
Booking.com,805186855,"
 The hospitable staff,  the waterpark facilities , pool presentation and breakfast.
 Wifi is not connected in the room. Weak Internet connection.",8.0,2024-05-13T08:21:56+07:00
Booking.com,799232674,"
 Pools and the beach area with a bar area, staff are accommodating especially inside the restaurants. Rooms are with a balcony and equipped with a bathtub.
 The room we booked does not have a hot shower. Parking is quite far and complete outdoor parking (electric golf cart is used for transport), food prices are relatively high, no free floaters for kids and adult given it is a water park.",7.0,2024-04-21T19:49:57+07:00
Booking.com,799232672,"
 Everything, the breakfast was amazing. The waterpark and beach were awesome.
 Dinner buffet was expensive and disappointing",10.0,2024-04-18T16:20:04+07:00
Booking.com,777943846,"
 Clean
Nice view
Water park
 Na",9.0,2024-02-23T00:45:17+07:00
Booking.com,777943860,"
 The water park was great! It also had other activities, shows, restaurants and facilities that made it easy to just stay at the resort.
 Price of food and drinks is a bit expensive. The beach front is very rocky and we didn’t spend any time there at all.",9.0,2024-02-17T03:26:00+07:00
Booking.com,777943849,"
 Staff - super friendly
 When elevator closed I got caught by the closing doors and it was a little painful and scary. The sensor should have quickly opened the door and not keep closing.",8.0,2024-02-08T16:24:45+07:00
Booking.com,767549280,"
 Hotel is clean and has good facilities for kids, several water slides. Food is great, several restaurants on the territory.
Personnel is extremely friendly and helpful.
 Restaurants are pricey, average bill $A80-100 for family of 4. Better not to go outside - it is a completely different world. 
Prices in hotel in general are high for everything.",10.0,2024-01-24T14:06:42+07:00
Booking.com,767549239,"
 breakfast was good as there was a lot of choices
 the size of the room and how far it was from the pool",6.0,2024-01-09T11:38:44+07:00
Booking.com,767549307,"
 Slides for the kids and the food
 Too crowded",10.0,2024-01-02T19:36:00+07:00
Booking.com,756272253,"
 Kids enjoyed the slides and food
 The surrounding areas",10.0,2023-12-30T18:42:50+07:00
Booking.com,756272273,"
 Large pools
 Worn out.",6.0,2023-12-29T06:33:29+07:00
Booking.com,756272247,"
 Facilities and range of restaurants. Nice huge Playroom . Water park, go kart, mini golf , fish feeding, fire dance show . Helpful staff. In room tv connections and program choice .
 Some outdoors lavatories need renovation. Check out queues can be long. Should develop in room tv bill for express checkout. Need More towels in room. No cutlery or plates for suites with microwave facilities . These comments are nit picking and meant to be constructive .",8.0,2023-12-21T16:21:31+07:00
Booking.com,756272259,"
 Anything
 Dated and dirty",1.0,2023-12-21T03:28:02+07:00
Booking.com,751964229,"
 Good pools and food
Suitable for families
 Too busy and over crowded 
It's too expensive, not good value for money.
Our family room bedding wasn't big enough for us 2 x double beds put together for a family of 4

Only 2 towels provided 

Pricing was ridiculous for Asia and especially the Philippines' food , and drinks was as dear if not more expensive than Singapore.

They provided 3 tubes for the Amazon River and made you pay for everything else.

Small beach ball 700 pesos 
Snorkel and mask 2700 pesos

Everything other than your breakfast, accommodation, and pools was an additional cost.

I would recommend this place it's overcrowded and expensive and caters to mainly South Korean holidaymakers.

Day users also make the place even busier",6.0,2023-12-11T00:28:10+07:00
Booking.com,751964217,"
 Everything..staff was very curtious and respectfull
 ",10.0,2023-12-05T04:25:46+07:00
Booking.com,746411605,"
 We are on a plant based diet with many allergy restrictions so options were very limited for us
 Both of my children got hand foot mouth disease from the resort. I believe there needs to be a better job of sanitizing and cleaning especially at Peroro park and the playground. Playground equipment was very dirty.",7.0,2023-11-30T17:46:34+07:00
Booking.com,741404811,"
 the pool and water activities for the kids were great.
 the rooms are a bit dated.  It could use a facelift",8.0,2023-11-08T17:47:43+07:00
