Opinion,Classification
"Shangri-la really has the best service. We were consistently impressed at their level of attention to detail in anticipating our needs. We had just come from a similarly rated hotel in Singapore and the difference in the level of service is huge! We felt very well taken care of.
Deluxe sea-view room was very comfy and had a great view of the water. Although the rainy season meant the cushions on the outdoor furniture and daybed were always wet. Urgh.
It's a little further than other resorts from White Beach and the main tourist area. But the resorts's own private beach is great too, not crowded, no touts!
Breakfast buffet offers a wonderful selection although their other meals are less impressive. We had dinner at Rima (treetop Italian restaurant) which is rated one of the best restaurants in Philippines. The atmosphere was fantastic, intimate and romantic. The ravioli and chocolate sofflue dessert that my husband had was great. But my own main - grilled snapper - was less exciting, a bit dry and uninspired. I've had better, a tad disappointing for what is supposedly one of the best restaurants in the nation.
We really liked their commitment to corporate social responsibility. Beyond the token self-benefiting choices hotels make (like only changing towels and linens when you indicate so), Shangrila really seems to make ecological choices that are probably more expensive for them like using salt water instead of chlorine in their pools. And closing the bat cave on their property to tourists for conservation purposes. Their eco-centre also does some great education work in the local schools.
Overall, we had a great experience and would consider coming back again. Although we would have appreciated some honeymoon extras though!",Food:Comfort & Facilities:Location
"Everything well taken care of & anticipated to make one's stay the most comfortable. May seem expensive but the price paid is truly truly worth the value & experience. Especially for those that want to get away from the usual touristy spots, looking for a quiet relaxing stay to focus and recharge away from hustle & bustle. The room views are superb. Sunset and even the sunrise hours are a sight to behold from the rooms..",Value for money:Location:Comfort & Facilities
"From the moment they meet you at the airport till airport departure you are looked after extremely well. All the little extras were not missed & makes this resort a must. On meeting us were driven to the port, given refreshments before boarding the launch. On arrival to the island meet with golf buggies taken to reception, quick checkin then taken to our rooms.
Our rooms had amazing ocean views, spacious bathroom & bedroom with deck & sun loungers.
The beaches are beautiful, swimming pool stunning. The staff ( especially at the semi private beach) are amazing.
The only area they could improve was the dinner options, as we found the food a little bland. The seafood restaurant was over priced and tasteless, the main restaurant was average. We did enjoy the tree top restaurant the best. Pool beach side menu was great for lunch.
The spa was wonderful. This is a huge resort but, but there are plenty of golf buggies to drop you where ever you want to go.
Would highly recommend this resort, but would also recommend dining out.",Comfort & Facilities:Food
"Having stayed in the Loft villa, there's only one word to describe it and that's Awesome! Was totally pampered by Shangri-la's Boracay with a surprise birthday room upgrade from their Treetop villa, only to be made aware when we were already standing in one of their most luxurious signature villa. Everything were perfect, the services & experiences we received during our stay were remarkable, The attentiveness of their service was of top notch and there's nothing more that we could have asked for as every detail were being thoughtfully taken care of.

It was very sweet of the resort to have surprised me with a birthday cake in our living area and they were very meticulous on their housekeeping (they note when you are away from the villa and seize the time to speedily tidy your room without having you to request for it). Every service crew that we met around the resort were always smiling and happy, making us feel so welcomed and warm at heart. All in all, thumbs up to Shangri-la Boracay, thanks for making my stay in Boracay so wonderful and memorable.",Staff
"Boracay is beautiful but Shangri-la was a disappointment. The rooms were fair, bathrooms played up, and being such a huge property, it was hard to get around it as there were limited buggies. The staff were appallingly bad at looking after the guests. We paid 5 star prices, for what we felt were 4 star accommodation and 2 star service. They tried to double charge us several times, so please check your bills carefully. If you have a complaint about anything the staff waffle around and don't do anything. We had to demand a meeting with the GM to have unjustified charges removed.",Staff:Value for money:Comfort & Facilities
"Spent a weekend with my friends from college to spend quality time and reconnect. We were 7 and had 3 rooms. It was very peaceful and we had our privacy. Food was amazing, we had breakfast at Vinta and dinner at Serena, Serena was quite expensive for the food we ordered though, all in all it was good food, though just a bit too pricey. We had drinks at the beach bar (forgot its name) they have happy hour which is actually good if you drink mixed specialty drinks. We made use of the gym which was not crowded and excersized while blabbing. The pool was amazing but since it was a beach we preferred staying at the beach and just went to the pool as the waves got a bit stronger. We traveled with someone who walked on crutches and there was NO problem at all, very accessible for everyone. It was an amazing experience, we travelled under a promo and would do this again if the same promo was offered, no questions asked. Check out was easy and we didnt have an billing problems.",Food:Comfort & Facilities:Value for money
"Amazing is the only word for this hotel, from check in to check out. The staff are lovely, the food is delicious and the cocktails are lush. The pool and the pool area is beautiful, it accommodates a lot of people while still feeling quite private. Prices are above average for Borocay, but worth every penney!",Food:Comfort & Facilities
"We have recently returned from a 7night stay in this hotel and I have mixed feelings about this hotel or rather more the management.

It was our 10 year wedding anniversary quite a milestone so we wanted to choose somewhere special to celebrate. My husband had never been to the Philippines so we decided on this hotel after so many positive reviews. Before we arrived I specifically sent an email to management to let him know of the big occasion to ask for recommendations etc and to see whether he would be so kind as to do something special to surprise my husband.

After an initial email response we arrived to... NOTHING. Not a visit, not a card. No acknowledgment of any kind. It was like we never corresponded.

We are a family of 5 and experience and avid travellers travelling every 3 months or so. We've stayed in the likes of the Four Seasons, the One and Only, Mandarin Oriental etc and everywhere that we have celebrated birthdays wedding anniversaries etc we have been lucky enough to receive upgrades, presents, cards and the like. Of course we are not entitled to any of these but it has always been a lovely gesture to receive and always well remembered and appreciated. I would have been happy if they had even said ""happy anniversary!"".

For such a big occasion it was a bit of a dampener especially from such an establishment.

The staff are great - unfailingly polite and friendly and the resort is beautiful.

But as any discerning traveller knows its the little extra attention to detail and customer service that separates a good hotel from a great one and just a visitor to a loyal customer.",Staff:Value for money
"everything about this resort is a wow! our holiday began when we arrived at their exclusive lounge at Caticlan jetty whilst waiting for their private speedboat to the most luxurious resort in this beautiful island of Boracay.

we regretted taking Southwest bus from Kalibo airport to Caticlan jetty which was only PHP 200 per person but way too time consuming as the bus journey took 2 hours + ridiculously 40 mins just to buy our bus ticket (noting there were only 3 customers in line but having 2 staff serve one customer at a time = zero sense of efficiency) + another 15 mins waiting time for the bus to move off. by the time we got to our room, it was almost 7pm when our Tiger Airways flight actually touched down before 3pm. so on our departure day, we decided to take a private car from Caticlan jetty to Kalibo airport instead and it took us only 1 hour hassle-free (PHP 1700 per car from Southwest).

we stayed 3 wonderful nights at the Deluxe Seaview on the highest floor overlooking the best seaview from Punta Bunga beach and the jetty. room is spaciously clean with a super king size bed, a nice private balcony with two relaxing daybeds, separate rainshower and a bathtub. breakfast was a good spread though it got bored after the 2nd day. the regular shuttle to D’Mall is a big plus so we had most meals outside the resort except for one long lazy lunch of pizza and wings by the pool until sunset (their fried chicken wings are worth recommending with special bbq sauce on the side).

White Beach has finer white sand as compared to the two private beaches at the resort but we appreciate the privacy away from the crowd and touters. service standards are impeccable, the resort is beautiful and by far the most luxurious in Boracay.

ps: if you want to book any activities, please contact Emmanuel (Tel: +63 (0) 915 686 1638). he’s a very nice local guide who charges reasonably for island hopping (PHP 1700 for 2 paxs for a private banca, lunch not included) and sunset cruise (PHP 800 for 2 paxs for a shared paraw sailboat). if you dare for some sea urchin sashimi, he can fish from the sea during island hopping and cut open for you. he can also arrange cheaper prices for seafood at D'Talipapa (save the haggling).",Food:Comfort & Facilities:Value for money
"Thank you Shangri-La for an amazing holiday!
My girlfriend and I booked the Shangri-la for a quick weekend getaway before the wet season hits and had an amazing experience.

We initially booked to stay in a loft villa after hearing some great things about this room from friends who had stayed there. Due to a slight booking error, we were assigned to a different type of room (which was also a beautiful room in itself, however not what we were looking for).
Without hassle, the staff at the resort did their best to resolve the issue and move us into the room which we initially booked - during this time, giving us full access to the room that they had originally assigned us to. Tatiana was the hotel coordinator who listened to our concerns attentively, and made arrangements to ascertain that our needs are met. While waiting for her to resolve the concern (which she diligently provided updates on), we were told to enjoy the pool villa where we were brought to. Our temporary butler, Vicente, was great – he gave us a tour of the villa and was very prompt in responding to our needs and questions.
Around an hour later, the duty manager called and advised that there were no Loft Villas available, as a result they would be moving us to the Presidential Villa (Which was absolute paradise)!

This was fantastic, and unexpected service – Our experience was their #1 priority and we couldn’t have felt more appreciated as customers!

The duty manager (unfortunately, we did not get his name), along with Tatiana, came to pick us up in the pool villa – he apologized for the booking issue and even drove us to the Presidential Villa!

This resort is absolutely beautiful, and one of the nicest places I have ever stayed at (if not the nicest). The accommodations are nice, large, clean and comfortable, the resort gardens and pools are beautiful and the 2 private beaches are also very picturesque with the turquoise Boracay water. Our new butler, Mike/Michael, was very personable, professional, and prompt!

What really sets this place apart from the rest is the amazing service from staff – When flying to Caticlan, a Shangri-la staff member will greet you as soon as you get off the plane, you will be driven straight to hotel’s private waiting room for the boat transfer. The boats take you directly to the resort where you will be greeted by a member of the team and taken straight to your room to be checked in – no waiting around, no hassle about boat transfers, waiting in the hotel lobby etc. This service continues during the entire stay, from staff stopping to drive you in the golf buggy when they see you walking, to the great service at dinner. Every little detail of this resort is thought of, and perfected.

We are both definite advocates of this resort, and will be returning (hopefully soon!)",Staff:Comfort & Facilities
