Opinion,Classification
"Superb service, beautiful rooms, excellent location,The service was superb. The staff were very accommodating and friendly. The rooms looked beautiful and new. Wifi internet was very fast all over the hotel! Excellent location - within the Ortigas Central Business District. My only concern was the quality of breakfast food in Heat. It was not as impressive I what I expected. But overall, the hotel is worth recommending!",Location:Internet:Staff
"Great value for money,Amenities (next to sm mall). Upgrade to suite. Food.,Got an upgrade to a suite with steam bath jacuzzi and executive study with fax. Room is huge. The only cons were mosquitos and traffic to get to business meetings. Google map can show a 15min trip away but in reality you may well take2-3 hours to get there.",Location:Value for money:Cleanliness
"Great hotel with great staff except breakfast,Friendly service, clean room, reliable/free wifi,Service from the staff was top notch - check in, bringing up luggage, daily room cleanup, and bringing down luggage - all was done with friendly and magnificent service. The only complaint I have was breakfast in the foyer area. We ordered two meals and it took very long to come. After about 20 minutes, we finally asked where our food was and they came out with it. Seemed like we had to ask for them to bring it out. They said they brought it somewhere else, which is equally concerning. The meal was also quite expensive for what we got. I would prefer to dine in Shangri-La Plaza (mall) that's connected to it. However, we did eat at Summer Palace (Chinese restaurant) inside the hotel and had a good experience.",Staff:Food
"New Year Celebration 2016,Food, Location, Room Comfort,It was a very pleasant stay. However, when it was time to go, we were delayed for almost two (2) Hours. We check in on Dec. 31, 2015, we availed of valet service. We check-out past 11 am since my daughter have to work at 12 nn. I gave the parking ticket to the valet counter at almost 11:30am. Since it was new year and there were so many guest,and traffic in front of the hotel is not moving we waited patiently for our car. After 30 minutes my daughter decided to take the taxi so that she will not be late for work, since our car is not delivered to us. At around 12:30pm, I approached the valet attendant to know the status of our car. He told me that one of staff already went to get it.I notice that the traffic is gone,and my fellow drivers waiting for their car were already gone.At 1 pm I approached again the person in charge of valet parking, but he can not give me a definite answer where and when will they deliver my car. That's the time I raise my voice, asking him "" Saan nyo ba pinark ang kotse ko? sa Tagaytay"". Immediately he called one of his staff to assist, the staff ran down the basement and ""Euraka"" in less than 5 minutes my car is in front of me. It was a pleasant stay until that incident involving the valet parking....",Staff
"Beautiful hotel!,Location was perfect for me, hotel is splendid, service very good,Very nice - amazing christmas decorations - staff is adorable and caring (quite less at reception though :)...) - very child friendly swimming pool, highly recommended! a little more vegetarian options!",Staff:Comfort & Facilities:Food
"An oasis in the middle of the hustle and bustle,Comfort, Style, Cleanliness,As I only stayed one night, I was not able to fully experience all that The Edsa Shang had to offer. From what I did experience, it was a welcome respite away from the busy life of Metro Manila. When the opportunity presents itself, I fully intend to partake in all this particular hotel has to offer.",Food:Location
"disappointed with shangrila,good food, location,I paid for an extra bed but did not get any. Called the desk and he said he will have it set up for free. I already paid for the extra bed, but still it was not provided. What is wrong with shangrila edsa. I booked directly with Shangrila Makati a month ago and it was superb. I booked thru Agoda with Shangrila Edsa and I got poor service.",Staff:Value for money
"My overwhelming experience,Very accommodating manager, clean room and nice location,My family really enjoyed our 1night stay in this hotel.. We got a very nice room with panoramic view and with free extra bed. I appreciate how your duty manager welcomed us..it took away the hassle of the traffic going to your hotel on that day..:)",Location:Staff:Cleanliness
"nice and cozy ,The staff were friendly. I like the breakfast buffet in Heat restaurant. Mostly the strong and fast internet connection.,We had a great time staying at this hotel. I enjoyed the sumptuous breakfast at Heat restaurant. The location of the hotel is accessible. Mostly, i never had any problem of the internet connection, it was strong and fast. I highly recommend this hotel to anyone who hasn't been there yet so they can experience the leisure that they are serving to their guests. Keep up the good work!",Food:Comfort & Facilities:Internet
"Would've been a good staycation except..,the Room, the lobby and the food,would have been good except for 2 things - did not allow early check-in and instead wanted to charge us for this, another thing is they are very strict with their pool when we just wanted young kids to be accompanied by us. Clearly some of the swimmers were not guests of the hotel we were and we just exceeded 1 baby/kid and they would not allow that kid to swim. Kindly review your courtesy or courteousness.",Staff:Comfort & Facilities
"Great Hotel - But Not Flexible,Location, Dining, Ambience,I stayed here for 3 nights on a business trip early May 2015. The location was perfect, especially for meetings, food was great as well (Heat and the Japanese Restaurant) and the overall ambience of the hotel was very nice. Was just surprised with how they have this strict rule of the usage of their facilities. I have family in Manila and they wanted to swim in the pool, however the staff told me that only 2 pax were allowed to use the pool per room and the additional ones have to pay USD 50 per pax! I find this to be very ridiculous. It would have been a perfect stay except for that exoerience. Still considering if I will stay here again or not for my next business trip in Manila.",Comfort & Facilities:Location:Food
"Very nice hotel. The hotel smells fresh snd clean,,Prompt service, Staff are so accommodating. Beds are very comfortable.,It was a nice experience. The pool ambiance was so relaxing. If I have a chance to go back to Philippines for another vacation I would stay again in this hotel, The staff are always pleasant and always smiling when communicating to the guests making our stay stress relieving.",Staff:Comfort & Facilities:Cleanliness
"Very satisfied customer ,The best 3 things were the hotel staff, the location of the hotel and the cleanliness,It was my first time and I was not disappointed. I love that shopping/dining areas are very accessible. The staff are very friendly and helpful. The room is very clean and luxurious and the city view is the best. I would come back anytime.",Staff:Location:Cleanliness
"Still the best!,location, friendly staff, good food,Honestly, since I booked my room early, I'm guessing they forgot to really reserve it for me. But I don't have the right to complain since they are forced to upgrade me to a Horizon wing room which is so awesomeeeee! Besides this, everything is just perfect. For me, this hotel is still the best, incomparable to other 5-star hotels. The food is must-try!",Staff:Food:Location
"Shangri-LA - NAMES SAYS IT ALL!!!!,Attention to detail, location and food,Top notch as always! Staff always helpful, only one member of staff in the reception for the restaurant lacked basic skills in communication (ie telling me when my table would be ready and that she would be the one seating me). but this is an isolated incident. Room was excellent, and after complaining to the duty manager on night one of my stay, they moved me to a higher floor without even asking anything more. Location is excellent. Naturally prices for the hotel restaurant/drinks are higher compared to outside. But its ok if your coming from Europe. It doesnt work out too bad.",Staff:Comfort & Facilities:Food
"Lots of Repairs,Location, location, location,I booked this overpriced hotel because of this our convention venue. Lots of repairs going on like the elevators (lift), which made it more inconvenient. Sauna, spa amenities undergoing renovations, so we were disappointed that we were not able to use it. It's very EXPENSIVE hotel but the level of satisfaction from my expectation is just so, so average. We paid exorbitant amount, without COMPLIMENTARY breakfast...",Comfort & Facilities:Value for money
"the frontdesk needs more seminar,location,food,amenities,when we checked in at 11:30am,knowing the standard check in time is 2pm. although i requested for an early check-in when i booked the hotel,the frontdesk officer named ""Lord"" something informed us that if we ask for the early check-in at that time 11:30am,there is a half day charge for that..how ridiculous! does that mean that there is a room available but they can't grant that simple request? and the worst part is that the frontdesk personnel named ""Lord"" doesn't even sound or look sorry at all! it's not a shangri-la kind of service. it is really unacceptable.",Staff
"it was the best experience. service at its best.,the service is the gold standard. the bed is confortable. accessibility to the malls,i was visiting my husband and we decided to stay at edsa shang because we both have medical conferences at shangrila (makati and edsa). from the moment i checked in i was treated like a princess. courteous staff.. room was gorgeous and clean. food was divine. one time i have to go to greenbelt and no transportation was available. the head of the concierge overheard a staff telling me the unavailability of the car. he immediately called someone and in 5minutes i have my own transportation. easy as that. if you want to be on a hassle free vacayion, choose a shangrila hotel. money wont matter as long as i get the best. definitely coming back. p.s. please serve cinnamon bread for breakfast. i love cinnamon and its the only flavor missing at the HEAT resto :)",Staff:Food:Location
"Hotel with a good location,Location is just beside the malls; good service; clean rooms,The hotel is conveniently located beside major shopping centres. It was undergoing some renovations when we checked in so the gym was in a temporary location. However, the staff there were still very accommodating and friendly.",Location:Staff:Cleanliness
"Great staff. Good time,Staff, Food, Location,Our Edsa Shangri-La stay was wonderful! Many thanks to the very accommodating staff. FYI I am not a very good planner when it comes to vacation and stuff, so as expected , I forgot things; most notable was the voucher for the booking. When we were checking into the hotel, we were received by a nice lady (I believe her name was Agnes). Because we didnt have the voucher, she kindly agreed to let us email a copy of it after we've settled in our room. She was really nice The food was quite nice and abundant. We ordered our breakfast using a handy form they gave us the night before, and come morning they bring the food to your room and lay a table our for you All in all it was a really nice stay :)",Staff:Food
"Exceptional,The Shang just makes you feel especially welcomed. Love the team! The Chi Spa was also fantastic. Thank you,Some details were missed but quickly corrected. The team are more than willing to help you and with such great service. I really appreciate it! Great overall stay!",Staff
"Exceptional,The Shang just makes you feel especially welcomed. Love the team! The Chi Spa was also fantastic. Thank you,Some details were missed but quickly corrected. The team are more than willing to help you and with such great service. I really appreciate it! Great overall stay!",Staff
"Exceptional,loved my room, the view and the breakfast :) had a great stay with family",Food:Comfort & Facilities
"Exceptional,loved my room, the view and the breakfast :) had a great stay with family",Food:Comfort & Facilities
