Opinion,Classification
"Eye catching right?

This will definitely be your home away from home in Cebu!
Been here for couple of days to celebrate my Mom's Birthday. Truly amazing and you'll never go wrong of choosing Shangri-la Mactan, everyone will surely greet you lovely the way how natural they are. From your point of entry, the guards that warmly welcomed us in Cebuano (forgot to get their names), the girl wearing a dress like yellow costume who greeted and assisted us for check in, even bellmans, guest relations and public attendants made us feel the warmness of Cebuanos. We arrived early at the hotel, upon check in? One of the jolliest and very accommodating receptionist who'll give you exceptional service delighted me and my family for assisting us all throughout, that's Bob! Yes! I commend his dedication and I felt how passionate we works. Just a quick tip for the others who'll visit Shangri-la Mactan look for this guy! I'm pleased as well as we enter the room to see a set up of a birthday cake for my Mom! Set up of fruit platter and a welcome letter from their FOM. Thanks giving us a delightful stay! Cheers! All staff were commendable some of them are: receptionists Nareen and Bob, the lifeguard Sir Jonathan, bellman Luigi, the housekeepers and guest service center who promptly attended our needs. Everyone is 2 thumbs up, exceptional service!!! Flawless stay!

You don't have to go outside of the hotel since everything is there. Great views, great food, great staff, and one of the most important thing is the great service.
The facilities and amenities are well maintained, imagine how big this resort hotel and they really managed to do so.

Comfortable beds, big rooms, clean bathrooms, very tidy and well organized! Memorable stay for me and my family!

Will surely be back the soonest! :)",Staff:Food:Comfort & Facilities
"The resort is beautiful with lot of amenities. Swimming pool is marvelous, kids play area is the additional attraction. It is a MUST stay place for relaxing vacations for anyone be a family, couple or oldies.",Comfort & Facilities
"This was my second stay here and i had a totally different experience this time. The hotel was just SO BUSY it felt like chaos. Breakfast was utter carnage and i almost walked out of the first day- it felt like feeding time at the zoo. That said, the kitchen and waiting staff did an excellent job of dealing with the demand for food and service.
For some reason on arrival my room was set out with the sofa bed made and a cot which was requested to be moved/put away. The cot went but i battled the sofa bed myself, removing the bedding which i left in the corner of my room. This sat there for the duration of my stay. I had a few other incidences of requests which never really seemed to happen. I had some issues with the laundry too.
The hotel is noisy due to the nature of the bulk of the clientele - there were kids running up and down the corridor in the morning and making much noise in restaurants/by the pool.
The bars were running low on stock- they offer cocktails which they don't have the ingredients for (no cachaca for caipirinhas) and despite offering a range of brands for each spirit, most of the time could only offer one type (this was my experience with gin). The waterfront seafood restaurant appeared to me missing half the wine list when we dined there.
The hotel remains a beautiful resort and the rooms are well appointed with very comfortable beds and excellent bathrooms. The service is generally good and the staff are well trained to international standards of hospitality.
The best part of my stay was my evening in the spa. Although the facilities have not changed since my visit 5 years ago and hence are looking a little used, my treatment was just WONDERFUL. The treatment bungalows are beautiful- my coconut milk bath in my private garden was a blissful retreat from the chaos of the hotel and the massage was excellent. I certainly recommend the spa.",Food:Staff:Comfort & Facilities
"Great resort to host an international event, from hotel's facilities to the Clearwater beach, snorkelling to gym then bringing the children to their playhouse. Everything is great except the rates they charge so you are paying for 3-4 times more than resorts around lapu lapu Mactan, that row of resorts that is near to Shangri-la are charging much higher for hosting the event, may visit during off peak to have a relaxing holiday in near future, good job all you staffs of Shangri-la, thank you.",Value for money
"We stayed in this hotel during the cobra ironman event last week. The service was excellent from the airport shuttle, at the hotel reception, room, dining facilities & the shuttle service back to the airport services were excellent.",Staff:Comfort & Facilities
"This hotel/resort although pricey is set on a good clean beach. The amenities are all very good with everything on offer. It is disappointing that they charge for everything except the beach towels. The service is great and the food plentiful with many choices. It is quiet because it is isolated from any of the locals. Cebu City is an hour by cab depending on traffic and costs about 300php each way. The room was spacious and very clean. The service staff checked it twice a day. The water at the beach is alive with fish and you are provided free fish food to feed the colourful fish on Mondays, Wednesdays and Fridays. I liked how convenient it was to the airport and they run a shuttle service. They have excellent WIFI which is included in the room cost.",Value for money:Staff:Food
"We were one of the first guests of the Shangri-la Mactan when it opened and it was great to be back to discover the upgrades, expansions and be assured that the quality of the service has not changed. The staff were absolutely great and everyone from check-in to check-out and at the restaurants were very warm, welcoming and courteous. We often requested for local drivers to take us around Cebu City and they provided us with English speaking drivers who made life very easy for us even recommended to us some of the best restaurants in the city. All in all our highlights for our trip was a 3 hour massage treatment at the Chi and then dinner afterwards by the restaurant next to the water, under the stars.",Staff:Food:Location
"Just wade in and you have gorgeous colourful fish swimming all around your feet! There is snorkel gear to rent at the beach and it truly is an amazing way to spend time at the beach. I saw that a couple of reviewers complained about the amount of kids and noise so I would have to agree, ideal for families.....not so much for adults only.",Comfort & Facilities
"My family are regular guests of Shangrila Mactan, and I consider Shang my second home in the Philippines. Indeed, was my parents who hosted me for my brief visit this August (which included the stay in Shang) so I only write this complaint— if it may be called so, despite being a four-star review— as a concerned daughter who practically grew up in Shangrila Mactan, and not as a paying guest. Perhaps if I had been the one billed, this would not have been as positive a review.

On our first day there, perhaps because of being consistent Ocean Club and Golden Circle guests (more than five visits to Shang a year, for my parents), we were upgraded to an ocean-view suite. We were unable to check in though as I had a pressing meeting in the city schedule for 3pm, so we took the 1:20pm hotel shuttle. Due to the sudden rain, it took two hours (so I was an hour late for my meeting)... but that was fine, it was unforeseen and there was nothing that could be done. We wrapped up the meeting quickly, and went to wait for the 5:20pm shuttle back from Ayala to Mactan.

It did not arrive.

6:20pm came and went. This was supposedly the last shuttle.

It did not arrive.

At that point I requested my mother to please call Shangrila, as I did not have a local number, and ask what was happening. Note that there were three groups/families ahead of us in line, one of them with two small children, who had also been waiting since five that afternoon. There were even more people waiting in line behind us. We had been standing for two hours as the steps were wet and we could not sit.

The two families and a couple in front of us were also calling, and we could hear the same inquiries. We were told that the shuttle was stuck at SM due to flooding. Having come from that exact route earlier this morning, we understood. And so we waited. An hour passed, and we called again. The same answer. More time passed. We called again. The same. I was beginning to doubt whether this was possible... the 5:30pm shuttle, stuck at SM still? Even though other shuttles from other resorts on Mactan were coming and going? Very odd.

In any case, my mother called Veronica at the Ocean Club who advised us that it was best to take a taxi as she did not know and could not guarantee the shuttle. Best advice that evening. We could not get a taxi at Ayala however as it seemed the whole of Cebu wanted to do the same thing, so we headed to Marriott, where we were fifth in line. Even then, we waited and waited. We had asked the couple in front of us in the shuttle queue— the Wongs from Hong Kong, strangers but very friendly— to share the cab and they readily agreed. The Wongs were also calling Shang but were told nothing.

While waiting at Marriott, they received a call from Shang that there was no longer any shuttle coming as it went straight from SM to the resort, being full. We were shocked! If that was the case, we should have been informed while at Ayala... there was a concierge right there, the General Manager or whoever in charge of transportation should have called them to inform their guests after the first, second, third hour! And indeed, a bit of creative thinking would have been appreciated: this is surely not the first rain Cebu has seen. They could have called to rent a van within the city to bring us guests back. Or simply called to inform us that no one was coming.

In the end, no taxis were appearing at Marriott either so my mother called my father who called my grandfather who called a private driver who came and took us and the Wongs to Mactan. It was nearly 10pm at that time. We had still not checked in. We were so tired, and so hungry, and so, so frustrated. You cannot imagine. Why my 90-year-old grandfather had more power and was more responsive than a five-star hotel... well.

You'd think this review would end up as a one-star, but in the end, Veronica from Ocean Club made up for the terrible experience. She had set aside some food for us from the cocktails that we were supposed to be at but missed by many hours. And the nice servers there even kindly heated up some bread rolls for us. We were starving, and the gesture was very much appreciated. The previously-upgraded ocean-view suite was also a blessing, and did much to improve our evening and the rest of our stay.

Thus, from a one-star (or even zero-star, if that were possible here on TripAdvisor), we go up to four. I still love Shangrila Mactan, and I sincerely appreciate how they care for my parents, but I would have liked just a bit more creative thinking from management when it comes to the shuttle and stranded guests.

By the way we were even charged for those shuttle trips... my mother did not complain, but I certainly took offense. We literally missed an entire day of enjoying the resort because of what I chalk up to lack of foresight or downright mismanagement. One night should have been waived from the bill of not only us, but everyone stranded that night. Alas, nothing was done. I hope the others, specially the that family with the two babies who had been waiting long before we queued up, received better compensation. For me personally, it was Veronica and the rest of the Ocean Club staff who single-handedly made our stay acceptable.

As a final note: I find that over the years Shang has been catering more and more to Asian tourists, particularly those from Japan and Korea. This is evidenced by the signage that is now predominantly Korean. That said, perhaps some signs (in Korean?) regarding littering would not go amiss. I personally witnessed a Korean family leave their garbage in the shuttle and worse, throwing tetra-packs in the ocean from kayaks! The last shuttle I was in had a huge juice puddle on the seat from when they left their food to spill. Unbelievable. Tourism is the lifeblood of Mactan, and international tourism is fantastic for the country in general, but for the good of other guests and the reefs, something has to be done.",Staff:Food
"A very fun and relaxing retreat (5D4N)for the family. If you have kids, recommend that you take up the Family Fun Package (for 2 adults and 2 kids) which was of great value.

The Family Fun Package includes:
-Room accommodation (Main wing) and daily buffet breakfast.
-Daily dinner buffet with unlimited standard drinks. We dined in most of the times as it was not convenient to venture outside for meals. With breakfast and dinner catered in, we only needed to take care of lunch.
-Unlimited access to the Adventure Zone
-Round-trip shuttle bus transfers to/from the airport
-Fish house making activity for the family
-Savings of 15% on Food & Beverage services
-Savings of 15% on CHI, The Spa treatments for adults
-Savings of 15% on laundry and pressing services
-Welcome drink upon arrival
-Access to the Health Club for adults: whirlpool bath, steam room, sauna, gym
-Complimentary in-room wired Internet and Wi-Fi access
-Scheduled complimentary recreational activities

This tropical, beachside resort is beautiful and well-maintained with lots of lush greenery and full of family-friendly activities. There are a variety of swimming pools. The swimming pool at the Main Wing has few sections of pools linked together, each with various depths so that both children and adults can enjoy some splashing, not forgetting the hugh winding water slide. The swimming pool at the Ocean Wing offers a much peaceful alternative. There is the Kids Aquaplay Area & Pool, a playground with water slides, as well as a separate shaded children’s pool. Lifeguards available on duty. Adventure Zone, an 3 levels indoor playground which houses 2 exciting long slides and cushioned play modules for energetic kids, Toddler Zone for infants and children up to 4 years, E-zone featuring pool tables, arcade games, pin ball machine, table football, XBox consoles and a snack bar to keep everyone entertained. There are also daily activities for kids (at extra cost) such as Ceramic Painting, Air Hockey Challenge and Tie-Dye Magic. Golf lovers can practice their swings and putts at the 6-hole golf park or at the mini-golf park where all holes are miniatures representations of Philippines landmarks. We came across facilities for playing tennis, table tennis, jogging (jogging trail), giant chess set and zipline activities, there is a Health Club and Salon offering fitness facilities (gym) and beauty treatment. You can join in the scheduled complimentary activities such as yoga, snorkelling, diving, garden Tour etc offered by the resort at no costs. Frankly speaking, you don’t even need to leave the resort with all these facilities and activities.

A key attraction for us is the Shangri-La Marine Sanctuary and the beach, just a short walk away from the resort which is very private and exclusive to the resort guests only. Beautiful, clean, sandy beach with helpful staff waiting to attend to your needs like helping to find beach chairs, getting towels and ordering your beverages. One nice lady even helped to take care of my son while me, daughter and hubby went for the snorkeling session. Life-jackets readily available for use at the beach at no costs while snorkel sets are available for rental. We had a wild time swimming among as well as feeding the swarm of fishes that swam so close to the shores and around us. Fish feed purchased at the beach counter. The calm turquoise waters also allow for all kinds of water activities such as diving, snorkeling, kayaking, para-sailing, windsurfing, sailing or deep-sea fishing all for a fee, of course. All of us were at least 3 shades darker at the end off the holiday!

Our breakfast and dinner (included inside the package which saved the headaches of looking for meals outside) were settled inside the resort with buffet- style dining at the Tides restaurant featuring an open kitchen and an appetising range of international and local fares while lunches were settled at other dining bars or cafes. The price was not budget friendly but the food and bites were well presented and deliciously good.

Stayed at the Main Wing Deluxe Sea View Room which is decorated in a tropical fashion with materials such as teak and mother-of-pearl. Room is spacious and comfortable with a hugh bed and a pull down bed..Complimentary WiFi was strong and all amenities are in place as expected from a 5-star chain of hotels.

The resort offers city shuttle to the SM and Ayala shopping malls with daily departure schedule at PHP150 per adult. Trip to the city is about 45 min to 1 hr one way.

Services are definitely up to expectations, the staff are warm, friendly and ready to help at any request.

The family is ever ready to make a 2nd visit here.",Comfort & Facilities:Food:Location
"My family and I had an amazing time here. The highlight for kids is the beach with the tropical fish right there at your knees the minute you wade in. The service was also incredible. They were very flexible and accommodated all of our needs. The food was good but not great for the price, but that's the only downside. And it's expensive overall, but worth it for a rare extravagant splurge.",Value for money:Food
"My wife and 2 daughters spent 5 days at this resort and we had an excellent vacation. The staff are uniformly trained to serve with a smile. A special shout out to Sheen in the Lobby Lounge, Den in the Chinese restaurant and Imie in Acqua, the delicious Italian eatery. The food is well prepared and tasty but pricey - I often felt strange paying what was comparable to my hometown in Tokyo although the cost of living in Cebu is considerably less. Other positives were strong WIFI through out the hotel and the immaculately maintained grounds. Can't wait to go again.",Food:Location:Value for money
"We just returned from a weeks stay - simply put - fantastic. Beach area with snorkelling and great swimming pool. Variety of restaurants - all excellent.
Room initially not available for check in - waited 45min - was then given a better room instead. Room was well maintained and serviced.",Food:Comfort & Facilities:Staff
