Review Provider,Review ID,Review Content,Review Score,Review Time,normalized_score,Hotel,cleaned_content,label
Agoda,831739565,"Our stay us awesome i will definitely recommends it , thanks SEDA Ayala Cebu 
 
 ",8.4,2024-07-16T10:58:00+07:00,0.8,seda_ayala_center_cebu,stay u awesome definitely recommends thanks seda ayala cebu,2
Agoda,830491273,"If you’re looking for a hotel near the visa center,

 
 ",8.4,2024-07-13T01:53:00+07:00,0.8,seda_ayala_center_cebu,youre looking hotel near visa center,2
Agoda,830421830,"Hoping to receive discount in the future
 
 ",10.0,2024-07-12T04:13:00+07:00,1.0,seda_ayala_center_cebu,,2
Agoda,830363373,"Booked room for 2 guests. When we arrived, hotel claimed booking was for 1 and demanded increased payment for 2. I was able to resolve, but no explanation pricided
 
 ",6.4,2024-07-11T09:53:00+07:00,0.55,seda_ayala_center_cebu,booked room guest arrived hotel claimed booking demanded increased payment able resolve explanation pricided,1
Agoda,830265888,"Great location
 
 ",10.0,2024-07-10T04:25:00+07:00,1.0,seda_ayala_center_cebu,,2
Agoda,830218277,"Good location  clean and nice
 
 ",10.0,2024-07-09T11:32:00+07:00,1.0,seda_ayala_center_cebu,,2
Agoda,803242686,"GOOD
 
 ",10.0,2024-07-09T07:31:00+07:00,1.0,seda_ayala_center_cebu,,2
Agoda,830170735,"Everything is OK. Just need to replace the towels.
 
 ",9.2,2024-07-08T11:40:00+07:00,0.8999999999999999,seda_ayala_center_cebu,,2
Agoda,830042839,"+ just beside ayala mall
+ great staff always 
+ great bfast

- hallway carpet is moldy all the way and smelly too :(
- room is also smelly coming from either the ac or from the hallway
- towels are not crisp white
- stains on the lounge sofa
 
 ",9.2,2024-07-07T11:40:00+07:00,0.8999999999999999,seda_ayala_center_cebu,beside ayala mall great staff always great bfast hallway carpet moldy way smelly room also smelly coming either ac hallway towel crisp white stain lounge sofa,2
Agoda,829967158,"I was here during a business visit and choosed it since the location is good in the business district and Ayala.  Plus for excellent breakfast with good coffe and quality. Helpful staff and clean functional rooms. Little pricey depending on when booked. 
 
 ",8.4,2024-07-06T01:23:00+07:00,0.8,seda_ayala_center_cebu,business visit choosed since location good business district ayala plus excellent breakfast good coffe quality helpful staff clean functional room little pricey depending booked,2
Agoda,829889426,"Location is very convinient. Easy access to ayala mall.  Downside towels need to be replaced old already. 
 
 ",9.2,2024-07-05T12:04:00+07:00,0.8999999999999999,seda_ayala_center_cebu,location convinient easy access ayala mall downside towel need replaced old already,2
