Opinion,Classification
"My fiance and I stayed here for our Prenuptial Photoshoot.
I was looking online for a good place to have our pictures taken and nothing seemed to be the right one. Till I remembered Shangri-la Mactan, I've stayed there 2 times before with my family and all I can say is that it is great!
The beach is great, though I heard it is man made. The rooms are great. The food is great and the staff are great.
Upon reaching the hotel, I asked if they could upgrade our room. Of course, I knew it was a long shot but I was happy to find out that they agreed!
They upgraded our room for free!
The room was great, nice bathroom too!
When we needed new towels, it was just a call away.
When we went to the beach, the staff immediately brought us water and beach towels. They set up the beach chairs as well without us asking for them.
The buffet of course was just perfect, but this is always expected at Shangri-la.
If you want to find cheaper food options, you can simply take a short walk outside the resort and a lot of Korean restaurants are there, we tried one and my fiance who is a Korean said it was good. There is also a shuttle to and from the SM Mall. There was a fee though but very minimal.
Even if our stay was a third time for me, I still had a lot of fun and still really loved my stay.
The price may be a bit higher than other resort hotels but I must say that it is well worth it!",Food:Comfort & Facilities:Staff
"You will feel it in the fluffiness of their towels, in the care for detail. I stayed in an ocean wing room and for the extra US$50 a night, the view was well worth it. Each room has a veranda where one could just stay soaking at the view and smoking an expensive cigar. The room amenities are great, the bed is large and relaxing, the toiletries are first class but not branded (branded as Shangrila), and there are towels everywhere (blue for relaxing in the beach, brown for the swimming pools, white for the room. You get free mangoes every morning, and a free small pitcher of mango juice once when you check-in.

Try the snorkeling. While there is a limit to how far you can snorkel, the fish is amazing, albeit there might be an occasional jellyfish or two. You can get in the water in full battle gear, flippers, snorkel, and life vest and it will just be a breeze even if you cannot swim. The swimming pools are of average 4.8 feet depth and there is one that goes to 9 feet. There is a children's playground, some video games, PS3's, two pool tables, many restaurants, some shops. Truly you wont need to leave the resort for three days if you need the vacation.

Went there towards the end of June when there was flooding rain in manila. But it was hot and humid in Cebu, perfect for soaking in the swimming pool.",Comfort & Facilities:Location
"We only had a couple of days to escape from a business meeting in Hong Kong, so we picked the Shang Mectan and it was no mistake.

We used transportation arranged by the hotel so it was just a breeze after arrival. Checking in was efficient. The hotel was such a beautiful property, though the room was a bit tired.

We stayed in the Ocean Club room and the service was professional yet personable. They provided mangoes every day and we just loved the smell of the tropics. The Club lounge had everything we needed and bit more.

The intimate beach was really something. Fish swim up to your feet and I didn’t even need my snorkels. The one attendant who was there had the power to read your mind and offered services at the right time. My wife still raves about the mango smoothie that was out of the world... and the food at the buffet was above average.

My wife is talking about going there for a family reunion, soon.",Food:Comfort & Facilities:Staff
"We stayed at the Ocean Club room for 2 nights. Would have preferred a family room but it was full. Service was generally good. Breakfast was good. Adventure Zone was excellent - an indoor play area with massive slides and obstacles for the children. Best thing was the beach - with shallow, clear water going all the way out. My sons swam in the sea, saw fish and corals. Also did the mini-golf, swimming pool slide, jet ski and kayak. There is also para-sailing facility but we didn't have time for that. It's a haven for those who wish to learn to scuba dive with lessons for children too - this we did not do. All in all there is enough to keep you entertained for a few days.

Downside:
(1) When we were there over a weekend (Fri to Sun), it was packed! There were many tourists and some locals. Children require swimming rings before being allowed down the water slide (contradicts the sign board which read no swimming aid allowed!). The hotel provides this (but you can bring your own) and they ran out of rings. Some guests were hoarding the rings despite not using them for the water slide. There should be a system to fish the rings off those who have come off the water slide and pass them back to the next load of children queueing for the slide.
(2) We couldn't get any indoor restaurant booking for seating between 7 to 8 p.m. as they were full so had to settle for 6:30 p.m.
(3) The jet skis were quickly booked up.

Bear in mind many of the rooms are under renovation at the moment. If these rooms are renovated and filled, I don't know how the hotel is able to cope at full capacity. Resources will be very stretched. The beach is lovely but small for the sheer size of the hotel.

Avoid going on weekends and peak holiday period.",Comfort & Facilities:Food
"If anyone would ask me where to stay in Cebu I would recommend this hotel. Amenities, fixtures are top notch. We stayed in the newer building that's facing the sea. Nice pools plus a small but beautiful white sand beach in front of the hotel. Their spa is one of the best I've seen in the Philippines. Food although a bit pricey was good. This is no doubt one of the best in Cebu.",Comfort & Facilities:Food
"I am a regular at his property and this place is as you would always expect. The property is very well maintained, as expected; the rooms are superb, as expected; and the food is great, as expected. The pool and beach are clean and nice, as expected; the service is top-notched, as expected and the business center is efficient, as expected. Truly, this Shangrila property in Cebu, Philippines is as always, as you would expect from a Shangrila.
Keep up the good work.",Cleanliness:Staff:Food
"Just minutes away from from Cebu's Mactan International Airport is Shangri-la's Mactan Resort and Spa. You'll be mesmerized with the Island's natural sand, sea and sky and man-made attractions of various proportions: the captivating beach with fine-looking fishes that wade with you along the shore, the diverse exotic structures around the island that induce relaxation and festive mood, the charming room with a scenic view.
There's a wondrous venue for every recreation you may desire, a spa, a banquet, a sport recreation, a convention, a concert. All this within the hotel's expanse. You can indulge in a wide array of scrumptious dishes, served in buffet at The Tides. Complementary airport shuttles are also available for transfers to and from the airport and/or for downtown mall visits. Enjoy the sun here from March to May.",Location:Comfort & Facilities:Food
"Perfect weekend getaway from Hong Kong. The resort caters to your every need and our need was to get away from the cold Hong Kong winter during Chinese New Year (yes, I've taken quite some time to write this review!!).
The prices are hiked very high during this time, but it was so worth it. The resort is only 10 minutes away from the airport. We got in at 5am and without being an elite member, they let us check into our room...they really went out of their way to make us feel comfortable during this extremely busy time!
I am really loving the Shang's in Asia...they know how to treat their customers right and of course the Free WiFi throughout the resort is a major bonus in my book!
The breakfast area was always riddled with screaming children and a complete disaster, a tip would be to eat outside without the aircon. Most parents with kids sit inside...so if you want some peace while you eat and drink your coffee, I would suggest this.
This place really caters to families, with so many activities for the kids and even a game room! My husband and I tried our game at airhockey and pool...had some good times!
The resort has it's own Under water Marine Park, which is just fabulous. A diving platform for you to swim to and rest on. A sunken ship lies deep below for those of you diving. We saw a sea snake as well as a giant jellyfish the size of a beachball, they were both so beautiful!
The resort is so huge you really don't ever have to leave!
We did have to go stake our claim every morning for beach chairs at 7am, that's the only hassle...but otherwise, everything is perfect. The food, the service, the staff, the grounds...everything is excellent. I highly recommend this hotel to everyone.",Comfort & Facilities:Food:Staff
"Shangrila's Mactan Resort and Spa is world reknowned for its excellent facilities and service. The restaurants serve excellent food and their in-house spa will not disappoint the most discriminating world traveller. The staff greet guests with a big smile making one feel at home and much relaxed. What is less known is that their beach front has been declared a marine preserve. No fishing is allowed within the 5 hectare oceanfront marked clearly with white spherical buoys and patrolled by the hotel life guards. Fish and corals grow well. During high tides, snorkeling is so much fun because of plentiful fish swimming and much new growth of soft corals visible in the clear waters. My wife enjoy watching the fish go about their business. We spend hours snorkeling and swimming with the hundreds of fish some longer than 10 inches.",Food:Staff:Comfort & Facilities
"Moved to Shangri-La Resort from a nearby resort for last day/night in Cebu. Had dinner at Cowrie Grill - a bit pricey but great food and service. New games and activities at the beach are great for kids. However, Breeze Beach Bar's F&B and wait staff were inattentive and spent more time chatting among themselves! Hotel management may also need to provide multi-cutural training to service and front desk staff.
Overall, an enjoyable experience.",Staff:Food
"My family and I went for a short holiday to Cebu and decided on the Shangri-La. We arrived and were directed to our room. We had a bad damp smell - not gagging terrible, but bad enough to smell constantly. We called reception and they sent someone up to spray the room. After a while the smell returned and they immediately switched our rooms for us 9in a peak season when they were at capacity).

We then went down to the pool and the hotel and pool area looks like it was built in the early 80's with a refresh about mid 90's so it was definitely clean, but dated. the slide was absolutely hopeless - it was so flat my kids had to scoot half the way down!

We went to the little beach and that was excellent. With three small kids you can get into the surf with a ""guide"" and the current drags you slowly around a couple hundred metres. there are some small corals with lots of fish which the kids loved!. the service down at the beach was excellent too. the only issue (as with all resorts) is that people come down before breakfast and put a scarf or similar down on the seats and expect that to be a mark for their seat. All hotels so do a better job of policing this so it doesn't happen.

with small kids we ate relatively early and the restaurants would actually ask the chef and get us in before opening time. if they were completely booked they would let us in on the basis we would leave before the first booking and i can't tell you how much easier this made it for us.

We didn't go into Cebu and really just hung out at the beach so I can't tell you about that. If you want to hang out in a place with a decent beach with no surf a some small coral (eg, you have young kids over 2) then I would highly recommend a few days here especially during the week when it is less crowded. We really enjoyed it. if they upgraded the facilities then I would definitely head back.",Comfort & Facilities:Staff
"My wife, my son and daughter, and I stayed for three nights. My son had a business to tranact in the city, and we had planned a family vacation in the resort. I thought the staffs, among others, deserve some compliments; all those I encountered were actively helpful and kind. They carried towels and prepared couches on the beach, and were eager to help. With this attitude on top of the superb nature, I think I will choose this place again in similar occasions in future.",Staff
