Opinion,Classification
"i love Edsa Shang! I've been there lots of times and I always enjoy my stay :)

Shangri-La is truly one of the best hotel chains in the world as evidenced by their pampering.
All the staff are courteous and very accommodating. I don't have anything bad to comment!",Staff:Food
"The EDSA Shangri-la is at a great location, in between 2 malls catering to all budgets. Food choices are plentiful all around - with food court, restaurants spread across the 2 malls. There are also 2 supermarket for those that requires it.

The hotel staff are all very courteous, greeting you whenever you pass by them. I sense that each aims to please the guest as much as they could.

The rooms are functional, albeit with rather dated furnitures & fittings. Comfortable beds with a nice size work desk with free wired/wireless internet.

I just have my grouse with the shower fittings. The shower head is loose and can hardly stay at the place where I want, which can be irritating when taking a shower.The tub also looked its age, with some stains & markings.

Also, the kettle in my room somehow is unable to switch off automatically. Though the switch has reverted back to the ""OFF"" position, the water still keeps on boiling - stopping only when I pull the plug out of the socket.

Minor irritants, but the overall service makes up for it.

Oh yes . .I love the gym. Its fully equipped with a wide range of equipment. And there are also more than sufficient trackmills around, even at the crowded peak hours.",Comfort & Facilities:Food:Staff
"One word: CONSISTENCY. This hotel truly is so brilliantly genuine with their service. Really delivers. :D I've never had that experience of being inside a hotel in my own country and feel like im on a vacation abroad! Stepping inside the hotel doors is like being in a big kickass spa where you can just smell: RELAX! I don't know what they're spraying in their halls but it's terrific! In fact i want it in my own home. It smells like baby powder mixed with a fresh relaxing scent perfect for that getaway. As usual, check in was easy breezy and oh yeah all smiles! And of course, I was fortunate enough to spot the sweet helpful girl at the front desk from last time, Charlene, who very graciously helped me find all the ways and facilities -again!- to get me through my weekend getaway with my family - CHI, gym, pool for the kiddies, restaurants bakeshop for my sweet tooth and even the cute Cafe outside with the nook bookstore. (Just like I said before, this girl is bar none the best at front desk on all my hotel experiences and very helpfully assisted me when my iphone couldnt connect to the wifi. also thanks to wifi guy who came into my room and took care of it like in a snap! :D and the other front desk staff - Anne, Rizza and Wella - who all look like they should belong to a beauty pageant or something but all so accomodating as well.) Not that I need to say it but YEah, Service is still excellent! Of all the hotel staff uniform ive seen, theirs was really excellent and classy. Not at all like ""this is a uniform"" but like a filipino outfit thats really classy. I love it. Makes me feel more like being pampered by luxury.

Room at Tower Wing was big and has a his and hers lavatory separate bathtub and shower (tho i must say the shower pressure was not that strong boohoo) and luxurious bidet hehehe Bed was excellent tho really the tv really needs some replacing. It was an old big bulky TV, and though the furniture was well taken care of, it was a bit outdated and a shame for the price of the room. A couch and two sitting chairs comfy for some reading.

Tho i really must suggest some sort of smoking lounge aside from the Horizon Lounge since its a bummer to have to go far to get some drags on my ciggies.

Overall, I still really love this hotel and for sure there will be a reservation again in my name :D yipyip!",Comfort & Facilities:Staff:Food
"When I land In manila, I do not have to worry about being picked up at the hotel, the van is always there waiting from Edsa Shangri la hotel. I have 3 children that are always with me, 2 daughters that love to shop, across the street is one fantastic mall, has everything you want and more. The restaurants in the area have such a variety, I dont worry about where to eat, what location to shop or how to get around the city.
The staff at this hotel are remarkable!! Maybe they take pity on me since im a single father with 3 children, but I know they have bent over backwards in every way to help me with directions, ideas and what events are happening that week and who can help me when i venture out on the town.
Top notch cleanliness, the restaurant is there to serve you with everyone taking a personal value in how they treat the guest. I will always use this hotel, I have tried others, but there is no comparison to other hotels.
thank you Shangri la for making our trips to the Philippines so wonderful, see you again in 2012.",Staff:Location:Food
"A real sanctuary from the hustle and bustle of Manilla. Excellent service, nice sized rooms, a beautiful pool area and one of the best breakfast selections I have seen in Asia. Highly recommend for the business traveller. A mall next door but I didn't get time to check it out.",Location:Food:Staff
"Apologies for the long review but I want to rave about this place. We visited really close family friends @ the Shang the day before we were supposed to check in at Microtel near MOA. We loved the place so much that we dropped Micro and checked in the next day! Service-wise, I felt spoilt as I was waited on from start to end! The Filipino hospitality mixed with the Shang training is second to none- I can only describe this hotel as the Singapore Airlines of hotels. We our hotel room was on the top floor next to the Luzon suite (our mates were in there). We lived like kings, they loved us!

The restaurant: Heat- the buffet restaurant was exceedingly good! There was sushi, Filipino, British, Chinese cuisine, all cooked to perfection: we ate a lot and I do believe I had 3 rounds before having my dessert, which ranged from ice cream, halo-halo, taho, sago, fruit, cakes (need I go more). The waitress/ters kept bringing food straight from the kitchen to feed all 8 of us, which kinda defied the whole point of buffet, but whatever it was good! Breakfast was exactly the same: it was just shy from silver service: more food brought to our table: tocino, bangus, mangosteen, mango, freshly peeled lychee, dim sum, cereal, croissants, french toast, waffle, pancakes etc... again defying the buffet- lol.

Gym: was okay, I'd compare it to the lower tier of Virgin Active (for all the Brits who know VA). It was till good (there was a male aerobic instrutor who was teaching a dance class- it was more like go-go dancing: was pretty funny). Anyhoo, good facilities.

The pool: was nice and really clean, and kept me cool during the day: great bar and loungers.

I would definitely stay here again, however, we were fortunate to stay with friends who were in a suite as we were waited on like kings! The room we had was still pretty impressive and the beds, OMG the beds, were like the best ever!

The hotel decor, scent/smell, service was impeccable and I will defo be staying here once again!",Food:Comfort & Facilities
"I'm used to staying at the Makati Shangri-La so the Edsa location is a bit of a disappointment. The rooms in the main section of the hotel are tired and in need of a refresh. It's still fine, but not at the same level of other Shangri-La hotels. The major issue during my stay was elevator. There were several outages and in fact they simply gave up trying to fix the call buttons, nailing a plank over the non-functioning one on my floor rather than repair it.

The spa is amazing, that and the pool are the highlights of the hotel. Also, the staff is quite good, very friendly and willing to help out with anything at all.",Comfort & Facilities:Staff:Food
"The Shangrila was not my first choice. But, being a Golden Circle member, I kinda felt a little loyalty and wanted to build my points, so I gave it a try. Not to mention the special promotion of stay two nights, get a third free.

What a find. I would have gladly paid for that third night for the experience I had at the Shang. The experience starts when you first enter the expanse of the lobby, looking straight out at the two story floor to ceiling windows facing the lush garden. Immediately I wanted to drop my bags and grab me one of those fruity drinks with an umbrella.

Rooms were pretty standard, but what gives this a five star rating is what you find outside of the room - the Lobby Bar, the swimming pool set in the garden, and the breakfast buffet. Being at the swimming pool makes one forgetful. You forget everything – time, troubles, and that flight you have to take later in the day. It transports you to another zone, a zone where only happy things take place.

Then you go to the breakfast buffet, which was one of the best I have ever been to. United Nations of buffets, and this is for breakfast! Japanese, Chinese, Filipino, and Western, all rolled into one. Make a point to try this. Don’t tell them I would pay for that third night…I will be back!",Food:Comfort & Facilities:Value for money
"Manila is ALL urban. Oy. And then there's Edsa Shangri-La. let's start with the entrance. CUTE dogs! Then you walk in and there's the way the whole hotel's scented. I've stayed here probably about three times in the space of two years and it has the same sandalwoody scent. I don't know if it's deliberate or not but this one familiarity immediately makes me feel like I'm in someplace I always return to. And I do! I go up to my room and leap into the BIG beautiful beds. Check. After a couple hours of cuddling, we go down to the fabulous pool. What more can I say? Fabulous swimming pool is fabulous. We order a burger and fish and chips (the same, all the time). My only complaint is they don't seem to have banana ketchup. What's up with that? When I get bored of the hotel (it happens), a short walk and I'm in the Shangri-La Mall. This hotel is as perfect as perfect gets. :)",Comfort & Facilities:Location:Food
"We stayed as a couple in this hotel as a final treat in our otherwise budget trip to the Philippines. I'm glad we didn't start at this hotel as we felt extremely spoiled by the time we had to leave.
The staff is exceptional - well trained, friendly, happy and attentive from the moment we arrived until we took a taxi to the airport and...alas...back home.
The hotel has one of the best breakfast buffets I've experienced. Our room was fabulous. I wish we had time for all the amenities, such as the pool but we did walk around and everything looked great. If only every place had staff like EDSA Shangri-la!",Staff:Food:Comfort & Facilities
"This was my first trip to Manila and my stay at the Edsa Shangri-La made the difference - a wonderful tranquil hotel in the midst of the hustle-bustle that is Manila. Stayed 3 days back in April of this year. The entrance and lobby areas were beautiful, but not over-stated. Check-in was very simple: after the initial paperwork, one of the front-desk attendees showed me to my room and completed the check-in process - a very nice personal touch. Room was immaculate and well appointed - the best thing was the air conditioning - effective and quiet! The breakfast in HEAT was amazing - several unique stations - sushi anyone for breakfast!?!

Overall impression was fantastic - will definitely be staying at the Edsa Shangri-La on my next visit to Manila!",Food:Location:Staff
EDSA Shangrila is super luxury hotel in the heart of the city. It is around an hour's drive from the airport at peak hours. It provides complimentary Wi Fi and health Club facilities to all hotel guests. Jacuzzi and Sauna bath after the day long meetings is relaxing. Morning dip in a clear swimming pool is another plus. It has got a really amazing HEAT restaurant with variety of recipes.,Comfort & Facilities:Food
"We always love this hotel, better than the shangri-la Makati in terms of service and comfort. We're always satisfied of the service in every corner of this hotel . Staff members everywhere are very friendly. They remember our names and call us by name every time we stay in this hotel, that's how frequent we stay in this hotel.

Rooms rates are lower than Shangri-la Makati with the same comfort and elegance.",Staff
"Went here for a business conference and had indeed a great service from the staff, they are very helpful especially those whose at banquet and business centre. Room is as always in classic style, love the pool, so overwhelm by the selection of its buffet breakfast....
I would definitely go back to stay there and bring along my family! well done Shangri-la Edsa!",Food:Staff:Comfort & Facilities
"The richest breakfast and dinner buffet I have ever seen in a 5 stars Hotel !
Considering quality and variety absolutely unbeatable ! Even for vegetarians like me !
The service was excellent. Rooms spacy with view at the wonderful garten. Big , beatiful swimming pool and green cosy surroundig area !
I enjoyed every detail, every moment , during my stay !",Food:Location:Comfort & Facilities
"Follow up from the front desk after a ""glitch"" from our reservation via Expedia was a little disappointing. Other than that, the service from the rest of the staff was excellent. We had breakfast at The Heat restaurant, and they had a variety of food selection and their food was great. Traffic was the only problem in this area. Mega Mall was only walking distance, and Shangri-La Mall was just a bridge away.",Food:Location:Staff
"During my first visit to Manila, the Edsa Shangri-La exceeded my expectations by providing top quality service and amenities in an ideal location. Highlights from my 10 night stay included:

The daily breakfast buffet at HEAT – made to order omelets, mango ice cream, and plenty of freshly baked pastries made this buffet a required stop before a big day of shopping or sightseeing.

The wine buffet with live entertainment at E’s bar – from 6pm to 10pm we enjoyed a variety of wines, mostly Spanish and Chilean, while listening to a live band (700php). They had a large selection of Sauvignon Blanc during our stay.

The pool – well-maintained and beautifully landscaped.

A comfortable room – the “garden” tower is the smaller tower and seems to have more up-to-date rooms. Our room was comfortable, stylish, clean, and well stocked. Cleaning service was through and efficient.

Close to MRT station – I was adventurous and used the MRT/LRT to access Cubao and Intramuros. The Shaw station is located on the other side of the Shangri-La mall (adjacent to the hotel). It was a quick 5 minute walk to the station and although the MRT and LRT were very crowded, even during non-peak times, I never felt unsafe and would recommend using it if you are familiar with large city mass transit systems. Ask for a “stored value card” for 100php, it will save you from standing in line each time you want to ride.

The free wireless throughout the hotel was also a nice bonus!",Food:Location:Comfort & Facilities
"Nice hotel for staying in Manila, I'm here right now and you won't have anything to complain here. Luxury it is. Although the staffs does not really much smile or look at you, maybe for respect and such. But the hotel accommodation is already perfect itself. Room was cozy as what to expect from a five star hotel. They also have Circles restaurant where you could have a fine dine at the evening, would be great if you have someone with you. Just awhile ago I have my friend come over to have buffet dinner with me. Very recommended if you have budget for a five star living. Thats it for Shangrila Edsa, need to regain my energy for a early wake tomorrow! P.S. great net connection.",Food:Staff:Comfort & Facilities
"I stayed for 2 nights in room 624 and I was impressed by the service. Though, the room was ran - down and gave a very old impression. It made me think of the living room of my grandmother who died 20 years ago... The chair at the workdesk had its best time and I am happy it did not collapse when I sat on it. Not that I am fat, but just that it was sooooo old.... The whole room gave a very old impression. Also, the shower was in the bath (not what I usually expect in a 5 star in Asia) and the showerhead was completely outdated, showering water all over the bathroom. Not good...

Service is really good. Also the food is very good in all restaurants which I tried. i can hardly recommend the food.

Overall : excellent service and location, though these rooms are maximum 3 stars.",Comfort & Facilities:Food
"when we arrived the room is not yet ready so we have to stay in the lobby for abt 5mins. and they were very kind to offer us a few drinks. :) the room was great. staff was very kind and accommodating, super clean pool and my kids really enjoys the slide. breakfast was awesome.. theres a lot of food to choose from. me and my husband laugh at my 5 yrs old daughter when we heard her saying "" ah.. this is the life!"" :) and she was right!",Staff:Food:Comfort & Facilities
"Manila is a city of contrasts, the Shangri-La represents the best of Manila, a haven of comfort in a sea of chaos. The hotel comprises two wings set in beautiful gardens with swimming pools suited to all ages. We stayed on the club floor with a view of the gardens, it was very comfortable with excellent bed linen and plenty of clean towels. The club lounge staff were very helpful with all our requests and the standard of food on offer in the lounge was good.
Access to the adjacent shopping mall is directly from the hotel which is great as the traffic is pretty bad, crossing the road requires patience and a strong nerve
If we have to make a return trip to Manila we will certainly stay at the Shangi-La again",Location:Food:Comfort & Facilities
"We always stay at Edsa Shangrila whenever we need to stay in Manila overnight. Their rooms and facilities are clean. Great swimming pool, with brand new furniture. The Concierge team have always tried to accomodate our needs, always friendly and willing to provide a helping hand. The location of this hotel is very convenient, with SM Megamall across the road and Shangrila Plaza the other side of the building, both within walking distance.

Best new addition to the services is free wifi in the rooms!

However, I would say that the room rates here are getting more and more expensive, even at corporate or local rates. Might have to look for an alternative hotel accomodation next time!",Comfort & Facilities:Value for money:Location
"Our room had a view of the side of Mega Mall, overlooking construction works, which is the ""One"" Shangrila (5 star self contained units) and Edsa itself. The rooms consisted of a huge king size bed, a desk and table and a chaise lounge and a little glass table. The hotel itself is vast and members of staff are welcoming and efficient at their jobs. We ate lunch at the hotel poolside bar, the service was a little slow but we didnt mind as we were not in any rush, however they said this was not acceptable and gave us 3 huge complimentary platters of fruit, dumplings and soup and on top of that what we had ordered. The sun loungers on the sunny side of the hotels gets taken up quite quickly, so arrive at least by 10am. We were there two weeks before Holy Week and the pool area was pretty empty but by Thursday before Good Friday it was heaving. My only concern regarding the pool area is the little baby pool. I have suggested to management that they should put a sign up to say guests for only 4 years and younger as there were many older children using this and causing a little havoc for the youngers ones. The gym area was good, they also had a studio. Some of the equipment was a little outdated but I think they were in a procedure of updating whilst we were there. I had to use the Business Centre, again staff welcoming and efficient, a tad pricey but what did I expect??? Checkout on Good Friday was horrendous and had to wait a little while due to the number of people checking in, staff managed well but they were fighting a losing battle. Had a fantastic holiday at Shangri La and would definately stay there again as it is so close to everything. Also a bonus was a Starbucks in Shangrila Mall right across the Hotel.",Comfort & Facilities:Staff:Food
"From airport arrival to departure, the service was excellent. Staff throughout the hotel were cheerful, friendly, helpful and efficient - no exceptions.
Rooms were large enough and comfortable, the food from room service to restaurants was very good. Poolside service for food possibly a little on the slow side, but that's not unusual in hotels like this. The pool itself is a delightfully landscaped enclave, so much better than the Makati Shang. I've never seen it overcrowded, but then again I'm there midweek, not at weekends.
Nice newish mall next door which is a plus. Some construction next door as well, but never had any noise issues.
All in, a very good hotel experience.",Food:Staff:Comfort & Facilities
"I have been travelling to Manila since 2005 at least once a year, and up until 2 years ago every 3 months. I always stay in Ortigas or Makati at the Shangri-La (primarily Ortigas/Mandaluyong) because of the excellent quality, service, classiness, and security consciousness of this hotel. Broadband access is free via both hardwire and wirless in every room.

On all previous trips this is the only hotel I would stay in when in Manila and in fact the staff has come to recognize me and know me by name due to the frequency of my visits over the years. It's what I refer to as my home when in Manila.

This year I decided to try a new hotel (New Horizon Hotel in Makati) for the first week of my trip in Manila, which I was very impressed with and consider on par with shangri-la but for a much more affordable rate. However, for the remaining stay in Manila this vist we stayed at EDSA Shangri-La.

EDSA Shangri-La hotel is excellent and located in an excellent location close to everything you need. The rooms are clean, comfortable beds, very safe area - epitomizes a 5 star hotel IMO and is the basis on which I rate all hotels I stay at when i travel on business or holidays around the world.

There are numerous malls close by for shopping with the Shangri-La Mall across the street and the SM Mega Mall within 2 minute walking distance. Lots of places to eat and the hotel restaurants are excellent. This hotel is in Mandaluyong and pretty well part of the Ortigas business district. It is definitely the best hotel in Ortigas. Very grand and elegant.

My only issue with the hotel is:
1) The price has skyrocketed over the years and is starting to get pretty pricey
2) The traffic congestion is now so bad when trying to go anywhere outside or ortigas area during the day that I sometimes feel like I am on the 405 in LA during rush hour...gridlock with tonnes of pollution if you don't time your outings right :)

Novaliches is 10 miles away and Makati about 3-5 miles. This area can be busy during the day and quiet at night.

I would definitely recommend EDSA Shangri-La when a reasonable rate can be obtained. It is still one of the best hotels in Manila and easy access to public transportation, if you feel adventurous, or getting a taxi.

Atmosphere is very good, staff polite and accomodating, clean, secure, close to all points of interest in Manila....oh, and for the wife, lots of shopping :)",Location
"The perfect hotel for relaxation and shopping. Adjacent to the Shangri-La Mall, and a 2-minute walk to SM MegaMall. Minutes away from Ayala Center, Fort Bonifacio, and Greenhills Shopping Center. The staff are super friendly. My son enjoyed the outdoor kidde pool. The in-room dining was superb. What I liked most is the buffet breakfast. Included in the buffet are Filipino, Chinese, Japanese, American dishes.",Food:Location
"My daughter turned 3 this January and Edsa Shangri-La was our hotel of choice. It is close to our house and we wanted to spend a quiet weekend away from home to rest and to be together.

Their weekend rate is lower than their weekday rate, which is a big plus. They also have this amazing health club and spa club. Most of all, we loved ""Heat"" restaurant buffet. I wouldn't mind living in this hotel save, of course, for the costs.",Comfort & Facilities:Food:Value for money
"This was my 2nd stay in Edsa Shangri-La and not many things have changed since my last stay 3 years ago: the rooms are somewhat oldish but clean and comfortable, staff is helpfull, while cleaning personnel is noisy and seems to be up from early in the morning indicating their presence by knocking at the doors and shouting all day long. Breakfast at Heat has an amazing selection of options and caters for any tastes. Pool area is great and allows to relax and enjoy the sunshine in the middle of the busy city. The hotel has several restaurants and bars, which are over-priced, though still offer good selection of food and drinks. Don't go for mohitos in Paparazzi - try cocktails from the lobby bar instead.",Food:Comfort & Facilities:Cleanliness
