Opinion,Classification
"My first time to be in Shangrila Mactan, while the sea view is the same as that of Movenpick or Crimson, the size of the hotel and amenities is by far awesome! Different pool sizes for every function and lots of space to move around. The rooms are very comfortable.

Great hotel to pick and relax when in Cebu Mactan.",Comfort & Facilities
"Shangri La is about 15 minutes from the airport and 45 minutes from the city center. I enjoy staying here. Service is good, the staff are friendly, there are 2 pools but they removed the jet pumps on the other one. The beach is not so wide but tolerable. The gym is fully equipped and open 24 hours. They have a lot of activities for adults and kids and have a huge play area for kids.

I usually eat at The Tides. Best breakfast buffet ever! And now, their selection has grown. They also have a Korean and Japanese buffet for breakfast. Expect this play to be full during the holiday season. It's a nice place to spend time with your family.",Food:Location:Comfort & Facilities
Stayed two nights for a mini break. The most disapppointing part was the food service. Arrived for buffet breakfast on first morning at one of the two restaurants available only to find no food left. Amidst a lot of complaints by guests staff seemed very confused about what was happening and failed to get more food out to the stations. The first night we had a great meal at the seafood restaurant so went back for the second night and the food was so below average it was inedible. We asked to speak to the head chef who came over and offered absolutely no reply whatsoever - just stood there nodding then walked off. Unbelievable really for a 5 star hotel. Don't think we will be returning.,Food:Staff
"The view from the top floor was really amazing. Interior of the room is dated but all time classic and very clean. Resort staffs are also accommodating and helpful. Their bar by the sea was really nice, price was a bit pricey but still affordable. Breakfast buffet was real large, lots to choose from. Their massage was really 5 star experience!",Value for money:Comfort & Facilities:Location
"I've been staying at Shangri-La Mactan since I've been back to Cebu in 2006. This is, bar none, The BEST RESORT in CEBU. Every time I'm in Cebu, I always make it a point to stay at least 2 nights per month I'm here.

The minute you arrive the Resort, you can feel the air of local friendly attendants catering to whatever you need. The quality of staff, ambiance of the room and the resort, the restaurants, the spa, the pool, fitness club and the beach is second to none.

I've been invited to stay at other resorts by friends and family and I always end up being so disappointed with the experience. Why settle for something that pretends to be paradise when paradise is just close by.

If you're in Cebu, stay at my home away from home in Cebu. You will never be disappointed. Since nobody is perfect, if ever they make a mistake, they will make sure to fix the issue and make sure you walk away happy.

Shangri-La Mactan- please keep up the wonderful job!!",Comfort & Facilities:Food:Location
"I've been to Shangri-La's resorts in various countries, and this was my first time here in Shangri-La's Mactan which I've spent 4 days here. I have to say 4 days were not enough here, and I've only stayed in the resort. The resort provided a large varieties of water sports, beautiful private beach, one quiet side pool and one big main pool, that would be perfectly fit if you wanna find a place to relax, while you can also enjoy a wonderful marine experience of Cebu, you can find a balance here. Having mentioned about relax, I strongly recommend you try the famous Chi Spa here, that won't disappointed you!",Comfort & Facilities:Food
"We just spent 2 brilliant nights at the Shangri La!
This resort is beautifully placed with a huge and beautifully designed landscape comprising a lavish pool area with several different kinds of pools.
They also have an outstanding wet play area for children. My two sons loved it so much and my wife and me enjoyed the ubiquitous team of lifeguards giving us the comfort of not needing to be ""glued"" to our two boys.
On top I would like to thank the duty manager Julie Limotan who - by supporting us greatly- made us always feel very, very welcome!
We'll definitely be back!",Comfort & Facilities:Staff
"My husband and I spent a few days at the Shangri La. We had gone between the Shangri La and plantation Bay, I'm so glad we picked the Shangri La. We booked and Ocean Wing room so we would be able to utilize the Lounge Level, which did not disappoint. Their breakfasts and appetizers at night were perfect as well as the service their staff provided. We went to the spa for a morning both receiving massages and spent time using the spa facilities. My husband is a scuba diver and dove with Scotty's dive shop while we were there, they did three wall dives which he enjoyed all three they were a little pricier then normal dives he has completed but well worth it. We spent time by the pool on the ocean wing, the staff was great there as well. We witnessed the staff cleaning the umbrellas by the pool and ocean every morning which I have not witnessed at other resorts we have stayed at. We have a friend whose wife is from the Philippines and has not been home for 5 years we asked a staff member what they would want from the Philippines if it were them. She responded with a few items and when we went to check out there was a typed out list of items waiting for us. We have no complaints about this resort.",Staff
I have stayed here several times and definitely I will patronize again this resort. I had my first jet ski driving experience and it was fun! Excellent buffet and swimming experience on the beach and swimming pools.,Comfort & Facilities:Location
You don't have to go island-hopping to experience a great snorkelling time with the fishes. Best fish-feeding experience I've ever had. The staff are really friendly. The place is immaculately well-maintained.,Staff
"Overall we liked it a lot. Service was good and location is what we needed.
Some facilities are bit old and need some renovation we could see. Quietm near the ocean, you can find all peace and relaxation most needed.",Location:Comfort & Facilities
