Review Provider,Review ID,Review Content,Review Score,Review Time,normalized_score,Hotel,cleaned_content,label
Agoda,830298948,"Room is disintegrating. Overpriced for the facilities and activities it provides. We were at another well-known, 5-star international chain in the same area last year, and the experience was waaaay better than this one. Will recommend that instead. 
 
 ",4.8,2024-07-10T11:47:00+07:00,0.48,jpark_island_resort_and_waterpark,room disintegrating overpriced facility activity provides another wellknown star international chain area last year experience waaaay better one recommend instead,1
Agoda,830092517,"The place was great and had a lot of amenities that can cater to all ages, especially the kids where they can enjoy both indoor and outdoor activities. The room was big and spacious for our group. The staff were friendly and accommodating. Overall we me and my family had a great experience.
 
 ",8.8,2024-07-08T03:10:00+07:00,0.8800000000000001,jpark_island_resort_and_waterpark,place great lot amenity cater age especially kid enjoy indoor outdoor activity room big spacious group staff friendly accommodating overall family great experience,2
Agoda,829942341,"The whole family had so much fun with the waterparks, slide and all. Our breakfast had so many choices, we all have happy tummies after. Thank you for a fun filled day Jpark. We will come back soon for sure.
 
 ",10.0,2024-07-06T07:46:00+07:00,1.0,jpark_island_resort_and_waterpark,whole family much fun waterparks slide breakfast many choice happy tummy thank fun filled day jpark come back soon sure,2
Agoda,827385902,"Best Place for Family, Best recommended resort within Visayas. We'll surely go back to this place, nice hotel for the money, staff are friendly, amenities are bit too expensive but great value for money. I love they allow food from outside ( food panda, grab or any food). Thank you JPark Island Resort and Waterpark!!!!
 
 ",10.0,2024-07-03T01:11:00+07:00,1.0,jpark_island_resort_and_waterpark,best place family best recommended resort within visayas well surely go back place nice hotel money staff friendly amenity bit expensive great value money love allow food outside food panda grab food thank jpark island resort waterpark,2
Agoda,823756808,"Me and my boyfriend booked JPark because his family went there and had a positive experience. Personally, it was going to be my first time at JPark. I saw it’s a 5 star resort and having had a negative experience in another 5 star resort, I thought I should lower my expectations. Turns out, even at my expectations lowered, JPark EXCEEDED my expectations. 

First of all, they treated us like kings. And I’m talking royalty royalty. We arrived in our Deluxe Room and saw there were no bathtubs and being a couple, we needed one. The front desk immediately offered a room exchange. They even sent someone to carry our luggage, AGAIN! 
In the new room, we have our bathtub, we are very happy and the employee that assisted us was lovely. 
Then, we realize that the water is lukewarm and coming from the slides, we needed a shower ASAP. The front desk offered a room change yet again and to our delightful surprise, we received a free upgrade. 
Jpark made us feel cared for, made us feel like we needed to expect nothing but the best from them and they outdid themselves. 
We will come back!!! Thank you JPark for making us truly disconnect and truly enjoy our vacation time. 
 
 ",10.0,2024-06-29T01:11:00+07:00,1.0,jpark_island_resort_and_waterpark,boyfriend booked jpark family went positive experience personally going first time jpark saw star resort negative experience another star resort thought lower expectation turn even expectation lowered jpark exceeded expectation first treated u like king im talking royalty royalty arrived deluxe room saw bathtub couple needed one front desk immediately offered room exchange even sent someone carry luggage new room bathtub happy employee assisted u lovely realize water lukewarm coming slide needed shower asap front desk offered room change yet delightful surprise received free upgrade jpark made u feel cared made u feel like needed expect nothing best outdid come back thank jpark making u truly disconnect truly enjoy vacation time,2
Agoda,823667962,"It’s so annoying how check in people prioritize foreigners. Like hello?! We are guest too. But whatevs! Other than that, all is great! 
 
 ",8.8,2024-06-27T07:33:00+07:00,0.8800000000000001,jpark_island_resort_and_waterpark,annoying check people prioritize foreigner like hello guest whatevs great,2
Agoda,823264046,"Several facilities to enjoy for adults and kids. Great food also 
 
 ",9.6,2024-06-22T08:49:00+07:00,0.96,jpark_island_resort_and_waterpark,several facility enjoy adult kid great food also,2
Agoda,818430455,"The only gripe i have is that the restaurants in the beach are super expensive. For meals, I would recommend heading out. just outside the resort, there's a long stretch of Korean restaurants and Spas that are friendlier to the budget.
 
 ",9.2,2024-06-17T12:57:00+07:00,0.9199999999999999,jpark_island_resort_and_waterpark,gripe restaurant beach super expensive meal would recommend heading outside resort there long stretch korean restaurant spa friendlier budget,2
Agoda,810404345,"Didn't regret staying here at all! Buffet breakfast, water slides and pools all day. I think we got our money's worth in our stay at JPark. My husband and I took turns going up and down the water slides while the other looked after our toddler. I would say 95% of the guests were Koreans. We're a mixed raced family (Filipino-Korean American). I find the selection of food perfect for us. Staff were very friendly and helpful. Would stay here again. 
 
 ",10.0,2024-05-29T01:16:00+07:00,1.0,jpark_island_resort_and_waterpark,didnt regret staying buffet breakfast water slide pool day think got money worth stay jpark husband took turn going water slide looked toddler would say guest korean mixed raced family filipinokorean american find selection food perfect u staff friendly helpful would stay,2
Agoda,810118264,"Bellboy was only looking at us while we unload our luggage the whole time
 
 ",6.4,2024-05-25T12:40:00+07:00,0.6400000000000001,jpark_island_resort_and_waterpark,bellboy looking u unload luggage whole time,1
Agoda,807365617,"Better for korean theres no discrimation for Bisaya who can afford I suggest for day used inly go in other hotel.
 
 ",6.8,2024-05-19T02:11:00+07:00,0.68,jpark_island_resort_and_waterpark,better korean there discrimation bisaya afford suggest day used inly go hotel,1
Agoda,803782502,"Will be back for longer stay the kids loved it 
 
 ",10.0,2024-05-15T04:30:00+07:00,1.0,jpark_island_resort_and_waterpark,back longer stay kid loved,2
